date_range_end,placekey,visitor
2021-05-03,222-222@627-s4k-d7q,"{'10025': 9, '10030': 7, '10037': 7, '11419': 4}"
2021-05-03,222-222@627-s4k-kzz,"{'10004': 4, '10005': 8, '10024': 4, '10038': 8, '10464': 6, '10475': 6, '11204': 4, '11207': 4, '11221': 4, '11223': 4, '11358': 4}"
2021-05-03,222-222@627-s4k-nqz,"{'10021': 4, '10022': 4, '10024': 16, '10025': 13, '10027': 4, '10031': 4, '10032': 4, '10065': 4, '10312': 4, '10455': 4, '10457': 4, '10469': 8, '11103': 4, '11229': 4}"
2021-05-03,222-222@627-s4k-p35,"{'10010': 4, '10011': 4, '10017': 4, '10019': 4, '10021': 19, '10022': 12, '10024': 5, '10025': 4, '10033': 4, '10040': 4, '10065': 4, '10075': 4, '11212': 4, '11364': 4, '11365': 4, '11413': 4, '11415': 4, '11418': 4, '11422': 4, '11434': 4}"
2021-05-03,222-222@627-s4k-psq,"{'10024': 4, '10025': 4, '10037': 4, '10452': 4, '10453': 4, '11205': 4}"
2021-05-03,222-222@627-s4m-4jv,"{'10021': 4, '10075': 4, '11354': 4, '11357': 4, '11358': 4}"
2021-05-03,222-222@627-s4m-75z,"{'10024': 4, '10025': 8, '10027': 15, '10452': 4, '10463': 4, '11223': 4, '11229': 4, '11235': 4, '11421': 4}"
2021-05-03,222-222@627-s4m-835,"{'10002': 4, '10025': 9, '10027': 4, '10029': 4}"
2021-05-03,222-222@627-s4m-9j9,"{'10012': 4, '10013': 4, '10025': 9, '10026': 4, '10037': 4, '10467': 5, '10469': 5, '11377': 4}"
2021-05-03,222-222@627-s4m-ckf,"{'10003': 4, '10012': 4, '10023': 4, '10024': 4, '10025': 4, '10027': 4}"
2021-05-03,222-222@627-s4m-v4v,"{'10021': 4, '10024': 4, '10028': 4, '10065': 4, '10465': 4}"
2021-05-03,222-222@627-s4m-vzz,"{'10021': 8, '10075': 8, '10456': 4, '10457': 4}"
2021-05-03,222-222@627-s4m-wc5,"{'10022': 4, '10031': 4, '10032': 4, '10065': 4}"
2021-05-03,222-222@627-s4n-2tv,"{'10021': 4, '10075': 4, '10128': 4}"
2021-05-03,222-222@627-s4n-4y9,"{'10314': 4, '10464': 4, '10475': 4, '11354': 4, '11355': 4, '11373': 4, '11374': 8, '11375': 8}"
2021-05-03,222-222@627-s4n-54v,"{'10028': 4, '10128': 4, '11374': 4, '11375': 4}"
2021-05-03,222-222@627-s4n-5fz,"{'10021': 4, '10028': 4, '10037': 4, '10075': 8}"
2021-05-03,222-222@627-s4n-5mk,"{'10021': 4, '10075': 4, '10458': 4, '11374': 4}"
2021-05-03,222-222@627-s4n-5pv,"{'10021': 4, '10075': 4, '11367': 4, '11374': 4, '11375': 4}"
2021-05-03,222-222@627-s4n-6c5,"{'10021': 4, '10028': 4, '10075': 8, '11206': 4, '11237': 4, '11364': 4, '11427': 4}"
2021-05-03,222-222@627-s4n-b6k,"{'10002': 4, '10016': 4, '10017': 4, '10024': 8, '10029': 4, '10031': 4, '10034': 4, '10128': 4, '10467': 4, '11207': 4, '11221': 4, '11233': 4}"
2021-05-03,222-222@627-s4n-mc5,"{'10028': 4, '10029': 4, '10128': 4}"
2021-05-03,222-222@627-s4n-nbk,"{'10128': 4, '10455': 4, '10459': 4, '10461': 4, '10472': 4, '11103': 4, '11414': 4}"
2021-05-03,222-222@627-s4n-q4v,"{'10005': 4, '10029': 8, '10038': 4, '10128': 4, '10456': 4, '11373': 4}"
2021-05-03,222-222@627-s4n-q9f,"{'10025': 5, '10028': 4, '10029': 22, '10030': 4, '10032': 4, '10033': 4, '10034': 4, '10037': 4, '10039': 8, '10128': 18, '10453': 4, '10456': 8, '10457': 4, '10459': 12, '10460': 4, '11368': 4, '11373': 4, '11377': 4, '11419': 4, '11420': 4, '11423': 4, '11432': 4}"
2021-05-03,222-222@627-s4n-qcq,"{'10025': 4, '10029': 4, '10039': 4, '10472': 4}"
2021-05-03,222-222@627-s4n-sqz,"{'10021': 4, '10457': 4, '10458': 4, '10460': 4, '11432': 4}"
2021-05-03,222-222@627-s4n-tn5,"{'10463': 4, '10466': 4, '10467': 4, '10468': 4, '10469': 4, '11235': 4}"
2021-05-03,222-222@627-s4n-vxq,"{'10019': 4, '10028': 12, '10075': 4, '10128': 4, '10471': 4, '11365': 4, '11366': 4}"
2021-05-03,222-222@627-s4n-xbk,"{'10021': 4, '10065': 4, '10128': 8}"
2021-05-03,222-222@627-s4p-3nq,"{'10025': 4, '11210': 4, '11421': 4}"
