date_range_end,placekey,visitor
2020-11-30,222-222@627-s4k-nqz,"{'10021': 4, '10023': 4, '10024': 20, '10025': 28, '10306': 4, '10312': 4, '10466': 4, '11226': 4}"
2020-11-30,222-222@627-s4k-p35,"{'10021': 4, '10025': 4, '10456': 4, '11229': 4, '11234': 4, '11364': 4, '11365': 4}"
2020-11-30,222-222@627-s4k-psq,"{'11102': 4, '11221': 4, '11411': 4, '11429': 4}"
2020-11-30,222-222@627-s4m-75z,"{'10024': 4, '10025': 8, '10027': 9, '10029': 6, '10031': 5, '10465': 4, '11208': 4, '11211': 4, '11222': 4, '11369': 4}"
2020-11-30,222-222@627-s4m-835,"{'10025': 8, '10026': 4, '11104': 4, '11230': 4, '11377': 4}"
2020-11-30,222-222@627-s4m-9j9,"{'10022': 4, '10025': 19, '10029': 5, '10302': 4, '10310': 4, '10460': 4, '10466': 4, '10469': 4, '11208': 4}"
2020-11-30,222-222@627-s4m-ckf,"{'10025': 4, '10027': 4, '10029': 4, '10030': 4, '10037': 4, '10039': 4, '10463': 7, '10465': 4, '10471': 11}"
2020-11-30,222-222@627-s4m-vzz,"{'10021': 4, '10075': 4, '10456': 4, '11354': 4, '11355': 4, '11369': 4, '11370': 4, '11372': 4}"
2020-11-30,222-222@627-s4m-wc5,"{'10003': 4, '10010': 4, '11385': 4}"
2020-11-30,222-222@627-s4m-y7q,"{'10028': 4, '10034': 4, '10128': 4, '11210': 4, '11420': 5}"
2020-11-30,222-222@627-s4n-2tv,"{'10019': 4, '10021': 4, '10023': 4, '10065': 4, '10069': 4}"
2020-11-30,222-222@627-s4n-4y9,"{'10028': 4, '10128': 4, '10460': 4, '10464': 4, '10475': 4}"
2020-11-30,222-222@627-s4n-5mk,"{'10028': 4, '10075': 4, '10458': 4}"
2020-11-30,222-222@627-s4n-6c5,"{'10007': 4, '10009': 4, '10013': 4, '10454': 4, '11104': 4, '11377': 4}"
2020-11-30,222-222@627-s4n-b6k,"{'10024': 8, '10025': 4, '10026': 4, '10027': 4, '10029': 4, '10036': 4, '10312': 4}"
2020-11-30,222-222@627-s4n-nbk,"{'11355': 4, '11358': 4, '11361': 4}"
2020-11-30,222-222@627-s4n-q4v,"{'10002': 4, '10029': 4, '10128': 4, '10454': 4, '10455': 4}"
2020-11-30,222-222@627-s4n-q9f,"{'10021': 4, '10025': 4, '10029': 4, '10128': 4, '10456': 8, '10459': 12, '10463': 4, '11218': 4, '11434': 4}"
2020-11-30,222-222@627-s4n-qcq,"{'10029': 8, '10128': 8, '10472': 4, '11101': 4, '11373': 4}"
2020-11-30,222-222@627-s4n-skf,"{'10001': 4, '10011': 4, '10021': 4}"
2020-11-30,222-222@627-s4n-xbk,"{'10021': 7, '10026': 4, '10029': 4, '10035': 4, '10065': 7, '10128': 5, '10312': 4}"
2020-11-30,222-222@627-s4p-3nq,"{'10461': 4, '11357': 4, '11379': 4}"
2020-11-30,222-222@627-s4q-v75,"{'10010': 5, '10016': 5, '10023': 4, '10024': 4, '10029': 8, '10035': 4, '10069': 4, '11218': 4, '11358': 4, '11362': 4, '11363': 4, '11365': 4, '11377': 4, '11415': 4, '11418': 4}"
2020-11-30,222-222@627-s4q-wx5,"{'10019': 8, '10023': 8, '10069': 4, '11101': 4, '11103': 4, '11106': 4, '11203': 4, '11234': 4, '11236': 4, '11377': 4, '11378': 4}"
2020-11-30,222-222@627-s4q-zvf,"{'10002': 4, '10003': 5, '10004': 4, '10011': 5, '10012': 5, '10014': 5, '10019': 14, '10023': 4, '10030': 4, '10037': 4, '10280': 4, '10461': 5, '11207': 4, '11210': 4, '11225': 4, '11230': 4, '11385': 4}"
2020-11-30,222-222@627-s4r-28v,"{'10019': 8, '10023': 17, '10024': 9, '10069': 4, '11433': 4, '11435': 4}"
2020-11-30,222-222@627-s4r-2p9,"{'11357': 4, '11358': 4, '11360': 4, '11368': 4}"
2020-11-30,222-222@627-s4r-3kf,"{'10019': 4, '10023': 4, '10069': 4, '10459': 4, '11105': 4}"
2020-11-30,222-222@627-s4r-5j9,"{'11372': 4, '11377': 8, '11378': 4}"
2020-11-30,222-222@627-s4r-hkf,"{'10036': 4, '10460': 4, '11105': 4, '11208': 4, '11356': 5, '11370': 4, '11435': 4}"
2020-11-30,222-222@627-s4s-bp9,"{'10027': 4, '10029': 4, '10032': 4, '10033': 4, '10460': 4, '11223': 4}"
2020-11-30,222-222@627-s4s-brk,"{'10027': 4, '10029': 4, '10303': 4, '10314': 4, '10472': 4, '11210': 4, '11226': 4, '11414': 4}"
2020-11-30,222-222@627-s4s-m6k,"{'10027': 4, '10456': 4, '10459': 4, '10460': 4, '10462': 4, '11691': 4}"
2020-11-30,222-222@627-s4t-4sq,"{'10031': 11, '10034': 4, '10453': 4, '10456': 4, '10457': 4, '11207': 4, '11221': 4}"
2020-11-30,222-222@627-s4t-5fz,"{'10027': 14, '10031': 10, '10452': 4, '11209': 4}"
2020-11-30,222-222@627-s4t-8qf,"{'10451': 4, '10452': 4, '10456': 4, '10466': 4}"
2020-11-30,222-222@627-s4t-bp9,"{'10026': 4, '10027': 4, '10456': 4, '11214': 4}"
2020-11-30,222-222@627-s4t-tgk,"{'10026': 4, '10027': 8, '10029': 8, '10035': 12, '10039': 4, '11204': 4, '11223': 4, '11230': 4}"
2020-11-30,222-222@627-s4t-tvz,"{'10029': 12, '10035': 8, '10464': 4, '10466': 4, '10475': 4, '11368': 4, '11369': 4}"
2020-11-30,222-222@627-s4t-xt9,"{'10029': 4, '11215': 4, '11218': 4}"
2020-11-30,222-222@627-s4v-2rk,"{'10029': 4, '10035': 4, '10037': 4, '10454': 6, '10461': 4, '11355': 4, '11367': 4, '11418': 4}"
2020-11-30,222-222@627-s4v-2x5,"{'10029': 8, '10037': 4, '10128': 4, '10451': 4, '10454': 4, '10456': 4, '11210': 5, '11220': 4, '11373': 4}"
2020-11-30,222-222@627-s4v-2zf,"{'10029': 8, '10035': 4, '10469': 4}"
2020-11-30,222-222@627-s4v-3qz,"{'10025': 4, '10040': 7, '10451': 4, '10452': 4, '10455': 4, '10456': 4, '11418': 4}"
2020-11-30,222-222@627-s4v-5pv,"{'10029': 9, '10459': 4, '10474': 4}"
2020-11-30,222-222@627-s4v-789,"{'10026': 4, '11201': 4, '11365': 4, '11366': 4}"
