date_range_end,placekey,visitor
2021-06-07,222-222@627-s4k-d7q,"{'10025': 9, '10027': 5, '10028': 4, '10031': 5, '10075': 4}"
2021-06-07,222-222@627-s4k-fvf,"{'10024': 4, '10028': 4, '10075': 4, '11208': 4}"
2021-06-07,222-222@627-s4k-kpv,"{'10023': 4, '10024': 4, '10025': 4, '11235': 4}"
2021-06-07,222-222@627-s4k-kzz,"{'10128': 4, '11369': 4, '11372': 4}"
2021-06-07,222-222@627-s4k-nqz,"{'10002': 4, '10009': 4, '10019': 4, '10021': 4, '10022': 4, '10024': 23, '10025': 19, '10026': 4, '10028': 9, '10034': 4, '10065': 4, '10075': 4, '10128': 5, '10312': 4, '10314': 4, '10455': 4, '10463': 4, '10471': 4, '11214': 4, '11215': 4, '11217': 4, '11238': 4, '11372': 4, '11373': 4, '11377': 4, '11418': 4, '11420': 4}"
2021-06-07,222-222@627-s4k-p35,"{'10001': 4, '10010': 4, '10011': 4, '10021': 8, '10022': 4, '10024': 4, '10025': 8, '10028': 9, '10031': 4, '10065': 4, '10075': 5, '10128': 4, '11372': 4, '11413': 4, '11422': 4}"
2021-06-07,222-222@627-s4m-4jv,"{'10025': 4, '10026': 4, '10027': 4, '10029': 4, '10031': 4, '10454': 4, '10455': 4, '11385': 4}"
2021-06-07,222-222@627-s4m-75z,"{'10025': 12, '10026': 4, '10027': 23, '10028': 4, '10075': 4, '11214': 4, '11367': 4}"
2021-06-07,222-222@627-s4m-835,"{'10001': 4, '10002': 4, '10025': 8}"
2021-06-07,222-222@627-s4m-9j9,"{'10021': 4, '10023': 4, '10025': 19, '10026': 8, '10027': 4, '10035': 4, '10065': 4, '10069': 4, '10467': 4, '11422': 4}"
2021-06-07,222-222@627-s4m-btv,"{'10025': 4, '10033': 4, '10040': 4, '10456': 4}"
2021-06-07,222-222@627-s4m-ckf,"{'10025': 12, '10029': 4, '10128': 4, '11106': 4, '11368': 4}"
2021-06-07,222-222@627-s4m-ffz,"{'10025': 8, '11211': 4, '11220': 4}"
2021-06-07,222-222@627-s4m-v4v,"{'10001': 4, '10018': 4, '10023': 4, '10025': 4, '10069': 4, '11358': 4}"
