date_range_end,placekey,visitor
2021-09-06,222-222@627-s4k-cwk,"{'10024': 4, '10025': 8, '10026': 4, '11373': 4}"
2021-09-06,222-222@627-s4k-fvf,"{'10463': 4, '10471': 4, '11385': 4}"
2021-09-06,222-222@627-s4k-kpv,"{'10463': 4, '11372': 4, '11377': 4}"
2021-09-06,222-222@627-s4k-kzz,"{'10019': 4, '10024': 8, '10026': 4, '11229': 4, '11235': 4}"
2021-09-06,222-222@627-s4k-nqz,"{'10017': 4, '10022': 4, '10024': 8, '10025': 8, '10303': 4, '10314': 4, '11223': 4, '11238': 4, '11369': 4, '11378': 4, '11379': 4}"
2021-09-06,222-222@627-s4k-p35,"{'10016': 4, '10018': 4, '10019': 4, '10021': 8, '10023': 4, '10029': 4, '10035': 4, '10036': 4, '10065': 4, '10069': 4, '10463': 4, '10471': 4}"
2021-09-06,222-222@627-s4k-psq,"{'10024': 4, '10025': 12, '10458': 4, '11379': 4, '11436': 4}"
2021-09-06,222-222@627-s4m-4jv,"{'10025': 4, '10027': 4, '11374': 4}"
2021-09-06,222-222@627-s4m-75z,"{'10001': 4, '10025': 8, '10027': 4, '10030': 4, '10457': 4, '10463': 4, '11231': 4}"
2021-09-06,222-222@627-s4m-9j9,"{'10025': 28, '10027': 4, '10029': 4, '10032': 4, '10033': 4, '10128': 4, '10456': 4, '10457': 4, '10471': 4, '11229': 4, '11235': 4, '11422': 4}"
2021-09-06,222-222@627-s4m-btv,"{'10024': 4, '10025': 4, '10454': 4, '10455': 4}"
2021-09-06,222-222@627-s4m-bx5,"{'10014': 4, '10028': 4, '10075': 4}"
2021-09-06,222-222@627-s4m-ckf,"{'10002': 4, '10007': 4, '10009': 4, '10013': 4, '10025': 8, '10027': 4, '10031': 4, '10128': 4, '10282': 4, '10454': 4, '10455': 4, '10456': 4, '10457': 4, '11220': 4}"
2021-09-06,222-222@627-s4m-ffz,"{'10025': 4, '10451': 4, '10456': 4}"
2021-09-06,222-222@627-s4m-vzz,"{'10025': 4, '10029': 4, '10128': 4, '11365': 8, '11367': 8, '11373': 4, '11374': 4}"
2021-09-06,222-222@627-s4m-wc5,"{'10003': 4, '10011': 4, '10012': 4, '11434': 4}"
2021-09-06,222-222@627-s4m-y7q,"{'10028': 4, '10128': 8, '10453': 4}"
2021-09-06,222-222@627-s4n-2tv,"{'10021': 8, '10075': 4, '11229': 4}"
2021-09-06,222-222@627-s4n-4y9,"{'10001': 4, '10451': 4, '10454': 4, '11375': 4}"
2021-09-06,222-222@627-s4n-5mk,"{'10017': 4, '10044': 4, '11372': 4}"
2021-09-06,222-222@627-s4n-5pv,"{'10027': 4, '10028': 4, '10035': 4, '10037': 4, '10075': 4}"
2021-09-06,222-222@627-s4n-6c5,"{'10455': 4, '10459': 4, '11229': 5, '11234': 5}"
2021-09-06,222-222@627-s4n-8sq,"{'10010': 4, '10011': 4, '10023': 4, '10024': 4}"
2021-09-06,222-222@627-s4n-b6k,"{'10003': 4, '10024': 8, '10028': 8, '10032': 4, '10075': 4, '11236': 4, '11419': 4}"
2021-09-06,222-222@627-s4n-mc5,"{'10027': 4, '10471': 4, '11377': 4, '11378': 4}"
2021-09-06,222-222@627-s4n-nbk,"{'10029': 4, '10128': 4, '10455': 4, '10459': 4, '11377': 4}"
2021-09-06,222-222@627-s4n-pn5,"{'10026': 4, '10029': 5, '10304': 4, '10305': 4, '10470': 4}"
2021-09-06,222-222@627-s4n-q4v,"{'10029': 8, '10459': 4, '10460': 4, '10468': 4, '11413': 4, '11422': 4}"
2021-09-06,222-222@627-s4n-q9f,"{'10029': 9, '10031': 5, '10032': 4, '10128': 4, '10451': 4, '10459': 4, '10461': 4, '10469': 4, '11209': 4, '11220': 4, '11368': 4}"
2021-09-06,222-222@627-s4n-qcq,"{'10029': 16, '10128': 8, '11221': 4, '11224': 4, '11237': 4, '11368': 4, '11372': 8, '11373': 4, '11385': 4}"
2021-09-06,222-222@627-s4n-r49,"{'10023': 4, '10029': 10, '10035': 4, '10069': 4, '10128': 8, '10461': 4, '10462': 4, '11203': 4, '11207': 6, '11214': 8, '11230': 4, '11373': 4, '11377': 4, '11428': 4}"
2021-09-06,222-222@627-s4n-skf,"{'10003': 4, '10010': 4, '11105': 4, '11370': 4}"
2021-09-06,222-222@627-s4q-v75,"{'10003': 4, '10009': 4, '10023': 19, '10024': 4, '10069': 15, '10308': 4, '10312': 4, '10464': 4, '10466': 4, '10475': 4, '11101': 4}"
2021-09-06,222-222@627-s4q-wx5,"{'10019': 8, '10023': 16, '10069': 16}"
2021-09-06,222-222@627-s4q-zvf,"{'10312': 4, '10458': 4, '10459': 4, '10468': 4, '11220': 4}"
2021-09-06,222-222@627-s4r-2p9,"{'10019': 20, '10023': 16, '10036': 4, '10069': 8}"
2021-09-06,222-222@627-s4r-2rk,"{'10451': 4, '10453': 4, '10456': 4, '10468': 4, '11357': 4, '11358': 4, '11360': 4}"
2021-09-06,222-222@627-s4r-3dv,"{'10019': 4, '10463': 4, '10471': 4, '11235': 4}"
2021-09-06,222-222@627-s4r-3kf,"{'10019': 8, '10023': 4, '10024': 4, '10036': 4, '10069': 4, '10463': 4, '10471': 4, '11207': 4, '11373': 4, '11421': 4}"
2021-09-06,222-222@627-s4r-5j9,"{'10001': 4, '10011': 4, '10019': 4, '10023': 4, '10030': 4, '10037': 4, '10312': 4, '11106': 4, '11362': 4, '11363': 4}"
2021-09-06,222-222@627-s4r-hkf,"{'10019': 4, '10023': 4, '10029': 4, '10033': 4, '10040': 4, '10069': 4, '11207': 4, '11214': 4, '11358': 7, '11360': 4, '11361': 7, '11385': 4, '11692': 4}"
2021-09-06,222-222@627-s4r-vfz,"{'10471': 4, '11354': 4, '11357': 4, '11377': 4}"
2021-09-06,222-222@627-s4r-vs5,"{'10023': 4, '10024': 8, '10025': 4, '11230': 4}"
2021-09-06,222-222@627-s4s-bp9,"{'10025': 4, '10026': 4, '10027': 8, '10031': 4, '11203': 4, '11210': 4, '11234': 4}"
2021-09-06,222-222@627-s4s-brk,"{'10001': 6, '10011': 6, '10018': 6, '10027': 4, '10030': 4, '10031': 4, '10037': 4, '10453': 4, '10460': 4, '10462': 4, '11373': 4}"
2021-09-06,222-222@627-s4s-cbk,"{'10027': 8, '10031': 4, '10032': 4}"
2021-09-06,222-222@627-s4s-ch5,"{'10031': 4, '10456': 4, '10457': 4}"
2021-09-06,222-222@627-s4s-jjv,"{'10030': 4, '10037': 4, '10039': 4, '10303': 4, '10305': 4, '10314': 4, '10463': 4, '10471': 4, '11207': 4, '11208': 4, '11692': 4}"
2021-09-06,222-222@627-s4s-k2k,"{'10025': 13, '10026': 4, '10027': 13, '11209': 4, '11418': 6}"
2021-09-06,222-222@627-s4s-k4v,"{'10014': 4, '10025': 4, '10027': 8, '10032': 4}"
2021-09-06,222-222@627-s4s-kj9,"{'10025': 4, '10026': 4, '10027': 4, '10451': 4, '10455': 4, '10456': 4}"
2021-09-06,222-222@627-s4s-kpv,"{'10012': 4, '10013': 4, '10033': 4, '10040': 4, '11220': 4, '11373': 4, '11374': 4}"
2021-09-06,222-222@627-s4t-4sq,"{'10016': 4, '10017': 4, '10027': 4, '10030': 4, '10031': 9, '10037': 4, '10039': 4, '11216': 4, '11238': 4}"
2021-09-06,222-222@627-s4t-5fz,"{'10027': 8, '10030': 4, '10031': 4, '10037': 4, '10457': 4, '10470': 4, '10473': 4, '11369': 4, '11372': 4}"
2021-09-06,222-222@627-s4t-bp9,"{'10025': 4, '10027': 9, '10030': 4, '10031': 4, '10032': 4, '10037': 4, '10039': 4, '10458': 4, '11224': 5}"
2021-09-06,222-222@627-s4t-tgk,"{'10007': 4, '10013': 4, '10029': 4, '10035': 12, '10037': 4, '10039': 4}"
2021-09-06,222-222@627-s4t-tvz,"{'10029': 4, '10035': 4, '10460': 4, '10472': 4, '11101': 4}"
2021-09-06,222-222@627-s4t-xt9,"{'10026': 4, '10029': 5, '10035': 9}"
2021-09-06,222-222@627-s4v-2hq,"{'10026': 4, '10029': 4, '10452': 4, '10456': 4}"
2021-09-06,222-222@627-s4v-2rk,"{'10029': 9, '10454': 4, '10455': 4, '11358': 4, '11361': 4}"
2021-09-06,222-222@627-s4v-2x5,"{'10026': 4, '10029': 8, '10035': 4, '10460': 4, '10462': 4, '10475': 5}"
2021-09-06,222-222@627-s4v-2zf,"{'10029': 8, '10035': 4, '10453': 4, '10454': 4, '10465': 4}"
2021-09-06,222-222@627-s4v-3t9,"{'10128': 4, '11214': 4, '11223': 4}"
2021-09-06,222-222@627-s4v-5pv,"{'10028': 4, '10029': 14, '10035': 4, '10128': 4, '10473': 4}"
2021-09-06,222-222@627-s4v-789,"{'10026': 5, '10035': 4, '10037': 4}"
2021-09-06,222-222@627-s4v-9cq,"{'10027': 4, '10455': 4, '10462': 4, '11236': 4}"
2021-09-06,222-222@627-s4v-9xq,"{'10027': 7, '10035': 7, '10037': 7, '10467': 4, '11355': 4, '11367': 4}"
2021-09-06,222-222@627-s4v-dn5,"{'10002': 4, '10021': 4, '10025': 9, '10026': 5, '10028': 4, '10029': 12, '10038': 4, '10075': 4, '10128': 4, '10453': 4, '10454': 4, '10458': 4, '10463': 4, '10467': 4, '10468': 8, '11230': 4, '11236': 6, '11354': 4, '11358': 4, '11432': 4, '11434': 4, '11436': 4}"
2021-09-06,222-222@627-s4v-hh5,"{'10025': 4, '10027': 4, '10029': 13, '10035': 4, '10037': 4, '10128': 5, '10451': 4, '10455': 4}"
2021-09-06,222-222@627-s4v-k4v,"{'10456': 10, '10457': 4, '10459': 6, '11385': 4}"
2021-09-06,222-222@627-s4v-k75,"{'10010': 5, '10016': 5, '10027': 8, '10029': 4, '10031': 8, '10035': 4, '10454': 8, '10455': 4, '10456': 8, '10457': 4, '10459': 12, '10460': 4, '10472': 4, '11201': 4, '11210': 4, '11211': 4, '11223': 4, '11234': 4}"
2021-09-06,222-222@627-s4v-kpv,"{'10035': 8, '10037': 4, '10305': 4, '10465': 4, '10473': 4, '11226': 4}"
2021-09-06,222-222@627-s4v-mhq,"{'10035': 4, '10037': 4, '10454': 4, '10462': 8}"
2021-09-06,222-222@627-s4v-nqz,"{'10026': 9, '10029': 4, '10033': 4, '10035': 9, '10037': 4, '10039': 4, '10040': 4, '10128': 4, '10454': 4, '10455': 4, '10456': 4, '11206': 4, '11236': 4}"
2021-09-06,222-222@627-s4v-s3q,"{'10026': 4, '10029': 8, '10035': 4, '10453': 4, '11385': 4}"
2021-09-06,222-222@627-s4v-ty9,"{'10026': 4, '10029': 4, '10034': 4, '10035': 12, '10469': 4, '11357': 4}"
2021-09-06,222-222@627-s4v-xt9,"{'10026': 4, '11221': 4, '11229': 4}"
2021-09-06,222-222@627-s4w-3t9,"{'10027': 4, '10457': 8, '10460': 4}"
2021-09-06,222-222@627-s5w-psq,"{'10453': 4, '10459': 4, '10461': 4, '10462': 4}"
2021-09-06,222-222@627-s5w-q4v,"{'10024': 4, '10025': 4, '10467': 4, '11234': 4}"
2021-09-06,222-222@627-s5w-sbk,"{'10031': 4, '10032': 4, '10472': 4}"
2021-09-06,222-222@627-s5w-sdv,"{'10033': 4, '10034': 4, '10461': 4, '10462': 4, '10463': 4, '10468': 4}"
2021-09-06,222-222@627-s5w-wx5,"{'10033': 4, '10034': 10, '10040': 8, '10457': 4, '10458': 4, '10468': 4, '10469': 7, '11411': 4}"
2021-09-06,222-222@627-s5w-x89,"{'10034': 8, '10454': 4, '10455': 8, '10474': 4}"
2021-09-06,222-222@627-s5w-zmk,"{'10009': 4, '10473': 4, '11433': 4, '11435': 4}"
2021-09-06,222-222@627-s5x-9pv,"{'10033': 4, '10034': 12, '10040': 20, '10452': 4, '10458': 4, '10463': 4, '10468': 4}"
2021-09-06,222-222@627-s5x-c3q,"{'10034': 8, '10040': 8, '10453': 4, '10468': 4}"
2021-09-06,222-222@627-s5x-c89,"{'10040': 4, '10458': 4, '10466': 4, '10470': 4, '11233': 4}"
2021-09-06,222-222@627-s5x-cbk,"{'10029': 4, '10032': 4, '10033': 4, '10034': 18, '10039': 5, '10040': 6, '10457': 4, '10462': 4, '10463': 4, '10468': 4}"
2021-09-06,222-222@627-s6d-7bk,"{'10031': 4, '10032': 5, '10456': 4, '10459': 4, '11414': 4, '11417': 4}"
2021-09-06,222-222@627-s6d-c89,"{'10025': 4, '10026': 4, '10031': 4, '10039': 4, '10040': 4, '10457': 4, '10463': 4, '10471': 4, '11367': 4}"
2021-09-06,222-222@627-s6d-djv,"{'10029': 4, '10030': 4, '10031': 4, '10035': 8, '10037': 4, '10039': 4, '10466': 4}"
2021-09-06,222-222@627-s6d-vcq,"{'10032': 4, '10312': 4, '10463': 4, '10471': 4, '11216': 4, '11229': 4, '11238': 4}"
2021-09-06,222-222@627-s6d-whq,"{'10019': 11, '10022': 4, '10023': 4, '10027': 4, '10029': 4, '10031': 5, '10032': 8, '10033': 8, '10035': 4, '10039': 4, '10040': 8, '10065': 4, '10069': 4, '10301': 4, '10307': 4, '10309': 4, '10310': 4, '10451': 4, '10452': 8, '10453': 4, '10456': 4, '10459': 4, '10462': 5, '10463': 4, '10466': 4, '10469': 4, '10473': 9, '10474': 4, '11103': 4, '11106': 4, '11211': 4, '11213': 4, '11216': 4, '11385': 4}"
2021-09-06,222-222@627-s6d-zcq,"{'10031': 4, '10032': 8, '10033': 8, '10469': 4}"
2021-09-06,222-222@627-s6d-zfz,"{'10031': 4, '10032': 32, '10033': 16, '10040': 4, '10452': 4, '10453': 8, '11230': 4}"
2021-09-06,222-222@627-s6f-4d9,"{'10017': 4, '10027': 13, '10031': 8, '10032': 14, '10033': 10, '10035': 13, '10037': 13, '10039': 34, '10451': 4, '10454': 8, '10468': 4}"
2021-09-06,222-222@627-s6f-4n5,"{'10039': 13, '10454': 4, '11207': 4}"
2021-09-06,222-222@627-s6f-4qf,"{'10032': 4, '10455': 4, '10470': 4}"
2021-09-06,222-222@627-s6f-bx5,"{'10032': 4, '10033': 4, '10467': 4, '10473': 4, '11434': 4}"
2021-09-06,222-222@627-s6g-435,"{'10037': 6, '10039': 15, '10455': 4, '10456': 4}"
2021-09-06,222-222@627-s6g-4qf,"{'10024': 4, '10030': 4, '10039': 8, '10460': 4}"
2021-09-06,222-222@627-s6g-5zz,"{'10037': 8, '10451': 4, '10454': 4}"
2021-09-06,222-222@627-s6g-6ff,"{'10024': 4, '10029': 4, '10035': 4, '10037': 4, '10451': 4, '10453': 4, '10456': 4}"
2021-09-06,222-222@627-s6g-7yv,"{'10029': 4, '10030': 4, '10037': 4, '10451': 4, '10454': 4, '11418': 4}"
2021-09-06,222-222@627-s6g-rrk,"{'10027': 4, '10035': 4, '10037': 4, '10039': 14, '10456': 4, '10459': 4, '10469': 4, '10472': 4, '10475': 4, '11203': 4, '11210': 4, '11218': 4, '11226': 4, '11230': 4, '11413': 4}"
2021-09-06,222-222@627-s6m-4gk,"{'10032': 4, '10033': 4, '10040': 4}"
2021-09-06,222-222@627-s6m-5vf,"{'10033': 5, '10040': 5, '10451': 4, '10452': 4}"
2021-09-06,222-222@627-s6m-6ff,"{'10040': 4, '11691': 4, '11692': 4}"
2021-09-06,222-222@627-s6m-6p9,"{'10009': 4, '10033': 4, '10035': 4, '10040': 8, '10451': 4, '10452': 8, '10453': 8, '10456': 4, '10473': 4}"
2021-09-06,222-222@627-s6m-6tv,"{'10033': 4, '10040': 8, '10458': 4, '10467': 4}"
2021-09-06,222-222@627-s6m-6x5,"{'10002': 4, '10009': 4, '10029': 4, '10033': 8, '10040': 13, '10452': 8, '10471': 4, '11356': 4, '11368': 4, '11373': 4}"
2021-09-06,222-222@627-s6m-9zz,"{'10032': 6, '10033': 6, '10036': 4, '10452': 4, '10453': 5, '10456': 4, '10459': 4, '10463': 4, '10468': 4}"
2021-09-06,222-222@627-s6m-gtv,"{'10033': 4, '10040': 4, '10457': 4, '10458': 4, '11207': 4, '11237': 4}"
2021-09-06,222-222@627-s6m-rrk,"{'10011': 4, '10031': 4, '10032': 19, '10033': 25, '10037': 4, '10040': 10, '10451': 4, '10456': 8, '10467': 4, '10473': 4, '10475': 4, '11229': 4}"
2021-09-06,222-222@627-s6m-wx5,"{'10029': 4, '10034': 13, '10040': 8, '10453': 4, '10459': 4, '10466': 4, '10468': 8, '10474': 4}"
2021-09-06,222-222@627-s6m-xbk,"{'10033': 4, '10040': 4, '10453': 4, '10457': 4, '10458': 4, '10475': 4, '11385': 4, '11435': 4}"
2021-09-06,222-222@627-s6n-94v,"{'10001': 4, '10009': 4, '10010': 8, '10011': 4, '10016': 4, '10021': 4, '10027': 4, '10029': 4, '10032': 10, '10033': 34, '10034': 14, '10035': 4, '10040': 38, '10065': 4, '10451': 4, '10452': 4, '10456': 4, '10460': 4, '11372': 4, '11377': 4, '11378': 4, '11385': 4, '11432': 4}"
2021-09-06,222-222@627-s8f-89z,"{'10016': 4, '10017': 4, '11103': 4, '11420': 4, '11426': 4}"
2021-09-06,222-222@627-s8f-8n5,"{'10016': 9, '10017': 5, '10018': 4, '10472': 4, '11204': 4, '11214': 4, '11235': 4, '11355': 4, '11367': 4, '11368': 4, '11374': 5, '11375': 4}"
2021-09-06,222-222@627-s8h-tgk,"{'10044': 4, '11101': 4, '11231': 4, '11370': 4, '11372': 4, '11377': 8}"
2021-09-06,222-222@627-s8h-w8v,"{'10004': 4, '10006': 4, '10007': 4, '11218': 4, '11230': 4}"
2021-09-06,222-222@627-s8h-wp9,"{'10002': 4, '11206': 4, '11208': 9, '11221': 4, '11373': 4, '11377': 4, '11419': 4, '11421': 5}"
2021-09-06,222-222@627-s8h-xnq,"{'11101': 4, '11106': 4, '11208': 4, '11234': 4, '11416': 4}"
2021-09-06,222-222@627-s8j-26k,"{'10003': 4, '10009': 4, '10030': 4, '10039': 4, '10455': 4, '10459': 4, '11207': 4, '11229': 4, '11234': 4, '11373': 4, '11374': 4}"
2021-09-06,222-222@627-s8j-2kz,"{'10002': 4, '10003': 4, '10038': 4, '10463': 4}"
2021-09-06,222-222@627-s8j-4d9,"{'11209': 4, '11221': 4, '11237': 4}"
2021-09-06,222-222@627-s8j-4n5,"{'10003': 7, '10009': 7, '11216': 4, '11238': 4}"
2021-09-06,222-222@627-s8j-4qf,"{'10003': 8, '10009': 4, '10011': 4, '10012': 4, '10014': 4, '10456': 4, '10457': 4, '10467': 4, '10469': 4, '11210': 4, '11229': 4, '11230': 4}"
2021-09-06,222-222@627-s8j-7t9,"{'10001': 4, '10010': 8, '10011': 8, '10018': 4, '10031': 4, '10036': 8, '10303': 4, '10456': 4, '11102': 4, '11372': 4, '11373': 4, '11377': 8}"
2021-09-06,222-222@627-s8j-gtv,"{'10003': 12, '10009': 8, '10010': 8, '10011': 8, '10012': 8, '10013': 4, '10014': 8, '10016': 8, '10036': 4, '10037': 4, '10044': 4, '10464': 4, '11103': 4, '11105': 4, '11205': 4, '11207': 9, '11211': 4, '11218': 4, '11221': 9, '11223': 8, '11228': 5, '11230': 8, '11234': 5, '11235': 8, '11236': 5, '11237': 5, '11238': 4, '11239': 4, '11354': 5, '11355': 9, '11358': 4, '11368': 8, '11370': 4, '11377': 4, '11385': 4}"
2021-09-06,222-222@627-s8j-h89,"{'10003': 4, '10009': 8, '10027': 4, '10031': 4, '11229': 4, '11230': 4}"
2021-09-06,222-222@627-s8j-kcq,"{'10456': 4, '11236': 4, '11375': 4, '11377': 4}"
2021-09-06,222-222@627-s8j-n89,"{'10002': 4, '10312': 4, '10461': 6, '10467': 4, '11101': 4, '11103': 4, '11219': 4, '11228': 4, '11362': 4, '11367': 8, '11373': 4, '11377': 4}"
2021-09-06,222-222@627-s8j-ndv,"{'10451': 4, '10454': 4, '11216': 4, '11236': 4, '11238': 4}"
2021-09-06,222-222@627-s8j-rzf,"{'10001': 4, '10009': 5, '10010': 4, '10016': 4, '10029': 4, '10312': 8, '11369': 4, '11373': 4, '11374': 4, '11435': 4, '11436': 4}"
2021-09-06,222-222@627-s8j-s5z,"{'10010': 5, '10016': 5, '10029': 4, '10305': 8, '10310': 4, '10312': 4, '10463': 4, '10471': 4, '11224': 4, '11237': 4, '11373': 4, '11385': 8}"
2021-09-06,222-222@627-s8j-v4v,"{'10002': 4, '10007': 4, '10010': 13, '10016': 21, '10017': 8, '10021': 4, '10022': 4, '10025': 4, '10028': 4, '10038': 4, '10075': 4, '10128': 4, '10305': 4, '10309': 4, '10314': 4, '10475': 4, '11201': 12, '11204': 4, '11208': 4, '11209': 4, '11212': 4, '11214': 4, '11216': 4, '11217': 4, '11222': 8, '11223': 4, '11228': 4, '11229': 8, '11231': 8, '11234': 4, '11235': 8, '11236': 4, '11362': 4, '11368': 4, '11373': 4, '11378': 4, '11417': 4, '11419': 4, '11420': 4, '11421': 4, '11434': 4}"
2021-09-06,222-222@627-s8j-vmk,"{'10001': 4, '10010': 4, '10011': 4, '10014': 4, '10016': 4, '10018': 4, '10032': 4, '10308': 4, '10312': 4, '10314': 4, '10456': 4, '11203': 4, '11205': 4, '11210': 4, '11216': 4, '11221': 4, '11226': 4, '11229': 4, '11230': 4, '11355': 4, '11434': 4}"
2021-09-06,222-222@627-s8j-wkz,"{'10016': 8, '10017': 8, '10022': 4, '10027': 4, '10464': 4, '11377': 4}"
2021-09-06,222-222@627-s8j-yvz,"{'10308': 4, '10312': 4, '10458': 4, '10468': 4, '11357': 4}"
2021-09-06,222-222@627-s8j-z75,"{'10009': 4, '10019': 4, '10023': 4, '10069': 4, '10128': 4, '10452': 4, '11377': 4}"
2021-09-06,222-222@627-s8k-28v,"{'10451': 4, '10452': 4, '11368': 4, '11373': 4}"
