date_range_end,placekey,visitor
2021-02-08,222-222@627-s4k-d7q,"{'10025': 4, '10030': 4, '10037': 4, '11370': 4, '11372': 4}"
2021-02-08,222-222@627-s4k-kzz,"{'10024': 8, '10314': 4, '10471': 4, '11104': 4, '11368': 4, '11372': 4, '11377': 4}"
2021-02-08,222-222@627-s4k-nqz,"{'10021': 4, '10024': 12, '10025': 16, '10065': 4, '10306': 7, '10452': 4, '10455': 4, '10461': 4, '10462': 4, '11214': 4, '11360': 4, '11372': 4}"
2021-02-08,222-222@627-s4k-p35,"{'10021': 4, '10022': 4, '10024': 4, '10029': 4, '10031': 4, '10065': 4, '10128': 4, '11416': 4, '11418': 4, '11419': 4}"
2021-02-08,222-222@627-s4k-psq,"{'10037': 4, '11211': 4, '11222': 4, '11372': 4, '11377': 4, '11411': 4, '11414': 4, '11416': 4, '11417': 4, '11429': 4}"
2021-02-08,222-222@627-s4m-75z,"{'10025': 16, '10026': 4, '10027': 20, '10031': 4, '10032': 4, '10454': 4, '10463': 4}"
2021-02-08,222-222@627-s4m-835,"{'10024': 4, '10025': 8, '11354': 4, '11357': 4}"
2021-02-08,222-222@627-s4m-8d9,"{'10027': 4, '10031': 4, '10463': 4, '10468': 4}"
2021-02-08,222-222@627-s4m-9j9,"{'10025': 6, '10027': 4, '10035': 4, '10037': 4, '10460': 4, '11208': 7, '11372': 4, '11373': 8, '11377': 4, '11414': 7}"
2021-02-08,222-222@627-s4m-bx5,"{'10025': 12, '11354': 4, '11357': 4}"
2021-02-08,222-222@627-s4m-wc5,"{'10021': 4, '10024': 4, '10028': 4, '10040': 4, '10075': 4, '10128': 8}"
2021-02-08,222-222@627-s4n-2tv,"{'10016': 5, '10017': 5, '10021': 4}"
2021-02-08,222-222@627-s4n-4gk,"{'10003': 4, '10012': 4, '10021': 8, '10065': 4, '10075': 4}"
2021-02-08,222-222@627-s4n-4y9,"{'10028': 4, '10075': 4, '10467': 6, '11375': 4}"
2021-02-08,222-222@627-s4n-5mk,"{'10028': 8, '10075': 8, '11102': 4, '11103': 4, '11106': 4}"
2021-02-08,222-222@627-s4n-5pv,"{'10021': 4, '10075': 4, '10461': 4}"
2021-02-08,222-222@627-s4n-6c5,"{'11208': 4, '11212': 4, '11213': 4, '11233': 4, '11375': 4, '11414': 4}"
2021-02-08,222-222@627-s4n-b6k,"{'10017': 4, '10024': 4, '10031': 4, '10033': 4, '10040': 4, '10452': 4, '10454': 4, '10467': 4, '10469': 8, '11369': 4, '11372': 4}"
2021-02-08,222-222@627-s4n-mc5,"{'10022': 4, '10023': 4, '10028': 8, '10065': 4, '10075': 4, '10128': 4}"
2021-02-08,222-222@627-s4n-nbk,"{'10007': 4, '10013': 4, '10128': 4, '11105': 4, '11369': 4, '11370': 8}"
2021-02-08,222-222@627-s4n-pn5,"{'10029': 8, '10128': 4, '10306': 4, '10308': 4}"
2021-02-08,222-222@627-s4n-q4v,"{'10002': 4, '10468': 4, '11208': 5, '11434': 4}"
2021-02-08,222-222@627-s4n-q9f,"{'10022': 4, '10026': 4, '10029': 8, '10035': 8, '10128': 16, '10456': 4, '10462': 4, '10472': 4, '10473': 4, '11101': 4, '11106': 4, '11212': 4, '11214': 4, '11368': 4}"
2021-02-08,222-222@627-s4n-qcq,"{'10029': 4, '10037': 4, '10128': 8, '10461': 9, '10462': 5, '10466': 4, '11208': 4, '11232': 4, '11364': 4, '11368': 4, '11412': 4, '11423': 4, '11427': 4}"
2021-02-08,222-222@627-s4p-3nq,"{'10128': 4, '10302': 4, '10314': 4, '10451': 4, '10456': 4}"
2021-02-08,222-222@627-s4q-v75,"{'10019': 4, '10023': 13, '10069': 13, '10467': 4, '11204': 4}"
2021-02-08,222-222@627-s4q-wkz,"{'10019': 4, '10023': 8, '10024': 4, '10069': 8}"
2021-02-08,222-222@627-s4q-wx5,"{'10002': 4, '10009': 4, '10019': 8, '10023': 14, '10069': 14, '11101': 4, '11109': 4, '11228': 4, '11436': 4}"
2021-02-08,222-222@627-s4q-zvf,"{'10019': 5, '10023': 5, '10024': 4, '10025': 8, '10029': 4, '10456': 4, '10457': 4, '10459': 4, '11211': 4, '11378': 4, '11385': 4, '11428': 4}"
2021-02-08,222-222@627-s4r-28v,"{'10019': 8, '10023': 10, '10024': 6}"
2021-02-08,222-222@627-s4r-3dv,"{'10019': 8, '10021': 4, '10023': 8, '10028': 4, '10069': 4, '10075': 8}"
2021-02-08,222-222@627-s4r-3kf,"{'10017': 4, '10019': 12, '10022': 4, '10023': 8, '10069': 4, '10460': 4, '11372': 4, '11373': 4}"
2021-02-08,222-222@627-s4r-hkf,"{'10019': 4, '10023': 4, '10026': 4, '10069': 4, '10460': 4, '11356': 4}"
2021-02-08,222-222@627-s4r-vs5,"{'10451': 4, '10452': 4, '10470': 4, '11208': 4, '11421': 4}"
2021-02-08,222-222@627-s4s-bp9,"{'10027': 8, '10031': 4, '11236': 4}"
