date_range_end,placekey,visitor
2020-08-31,222-222@627-s4k-cwk,"{'10029': 4, '10035': 4, '10472': 4, '11373': 4, '11374': 4, '11433': 4, '11435': 4}"
2020-08-31,222-222@627-s4k-d7q,"{'10029': 4, '10466': 4, '10467': 4, '11203': 4}"
2020-08-31,222-222@627-s4k-kzz,"{'10024': 4, '11105': 4, '11377': 4}"
2020-08-31,222-222@627-s4k-nqz,"{'10019': 4, '10024': 11, '10025': 15, '10452': 4, '10453': 4, '10454': 4, '10455': 4, '11101': 4, '11103': 4, '11207': 4}"
2020-08-31,222-222@627-s4k-psq,"{'10025': 4, '10029': 8, '10035': 4, '10452': 4, '10469': 4, '11102': 4, '11106': 4, '11205': 4, '11360': 4, '11368': 4, '11372': 4, '11377': 4}"
2020-08-31,222-222@627-s4m-575,"{'10025': 8, '10026': 4, '10031': 4}"
2020-08-31,222-222@627-s4m-75z,"{'10025': 8, '10026': 4, '10027': 4, '10035': 4, '10460': 4, '10473': 4}"
2020-08-31,222-222@627-s4m-9j9,"{'10025': 11, '10027': 4, '10452': 4, '10456': 10, '10457': 6, '10459': 4, '10469': 4, '10470': 4, '10473': 4, '11212': 4, '11216': 7, '11433': 4, '11435': 4}"
2020-08-31,222-222@627-s4m-ckf,"{'10025': 15, '10026': 4, '10029': 8, '10035': 4, '11209': 4, '11213': 4, '11216': 4, '11385': 6}"
2020-08-31,222-222@627-s4m-v4v,"{'10028': 5, '10029': 4, '10075': 5, '10458': 4, '11361': 4, '11370': 4, '11372': 4, '11377': 4}"
2020-08-31,222-222@627-s4n-2tv,"{'10021': 12, '10028': 4, '10075': 12, '10463': 5, '10468': 5}"
2020-08-31,222-222@627-s4n-4y9,"{'10021': 4, '11374': 4, '11375': 4, '11377': 6, '11385': 4}"
2020-08-31,222-222@627-s4n-5mk,"{'10021': 4, '10075': 4, '10128': 4, '11355': 4}"
2020-08-31,222-222@627-s4n-6c5,"{'10021': 4, '10030': 4, '10037': 4, '10454': 4, '10455': 4, '10456': 4, '10457': 4, '11215': 6, '11232': 6, '11235': 5, '11418': 4}"
2020-08-31,222-222@627-s4n-b6k,"{'10023': 4, '10024': 9, '10025': 4, '10035': 4, '10037': 4, '10069': 4, '11207': 5, '11208': 4, '11218': 4, '11226': 4, '11230': 4, '11416': 8, '11417': 4, '11420': 4}"
2020-08-31,222-222@627-s4n-nbk,"{'10025': 4, '10028': 4, '10128': 4, '11201': 4, '11368': 4, '11414': 4}"
2020-08-31,222-222@627-s4n-pjv,"{'10029': 4, '10128': 4, '11420': 4}"
2020-08-31,222-222@627-s4n-q4v,"{'10029': 6, '10128': 11, '10454': 4}"
2020-08-31,222-222@627-s4n-q9f,"{'10002': 4, '10029': 20, '10030': 4, '10031': 4, '10035': 8, '10037': 8, '10039': 4, '10128': 12, '10451': 13, '10452': 8, '10453': 4, '10454': 4, '10455': 8, '10456': 9, '10457': 4, '10460': 4, '10468': 4, '11102': 4, '11206': 4, '11207': 4, '11208': 4, '11214': 4, '11222': 4, '11223': 4, '11369': 4, '11370': 4, '11372': 4, '11433': 6, '11435': 6}"
2020-08-31,222-222@627-s4n-qcq,"{'10004': 4, '10019': 4, '10023': 4, '10029': 16, '10035': 12, '10069': 4, '10128': 8, '10280': 4, '10453': 4, '10462': 4, '10473': 5, '11102': 4, '11208': 4, '11354': 4, '11356': 4, '11357': 4}"
2020-08-31,222-222@627-s4n-w49,"{'10128': 4, '11204': 6, '11214': 6, '11365': 4, '11366': 4}"
2020-08-31,222-222@627-s4p-3nq,"{'10128': 4, '10456': 5, '10459': 5}"
2020-08-31,222-222@627-s4q-v75,"{'10023': 10, '10024': 4, '10069': 6, '10464': 4, '10466': 4, '10475': 4, '11212': 4, '11230': 4, '11418': 4, '11420': 4, '11432': 5}"
2020-08-31,222-222@627-s4q-vmk,"{'10023': 4, '10069': 4, '11373': 4}"
2020-08-31,222-222@627-s4q-wkz,"{'10019': 4, '11379': 4, '11385': 4}"
2020-08-31,222-222@627-s4q-wx5,"{'10019': 9, '10023': 8, '10069': 8, '11212': 4, '11213': 4, '11377': 4, '11378': 4}"
2020-08-31,222-222@627-s4q-zvf,"{'10019': 8, '10021': 4, '10024': 4, '10025': 8, '10027': 4, '10031': 4, '10035': 4, '10037': 4, '10065': 4, '10305': 4, '10312': 4, '10314': 4, '10453': 4, '10458': 4, '10467': 4, '11209': 4, '11220': 4, '11229': 4, '11235': 4, '11413': 4}"
2020-08-31,222-222@627-s4r-2p9,"{'10019': 4, '10023': 4, '10031': 4}"
2020-08-31,222-222@627-s4r-3dv,"{'10019': 4, '10023': 8, '10069': 4, '11423': 4, '11432': 4}"
2020-08-31,222-222@627-s4r-3kf,"{'10019': 4, '10036': 4, '11222': 8, '11229': 4, '11356': 4, '11357': 4}"
2020-08-31,222-222@627-s4r-hkf,"{'10019': 4, '10023': 4, '10069': 4, '11214': 4, '11222': 4, '11356': 4, '11385': 4}"
2020-08-31,222-222@627-s4r-vs5,"{'10027': 4, '10029': 4, '10031': 4, '10303': 4, '11216': 5}"
2020-08-31,222-222@627-s4s-bp9,"{'10025': 4, '10026': 4, '10027': 17, '10031': 9, '10032': 4, '10033': 4, '11357': 4, '11368': 4}"
2020-08-31,222-222@627-s4s-brk,"{'10026': 8, '10027': 4, '10029': 4, '10031': 4, '10032': 4, '10033': 6, '10035': 4, '10305': 6, '10306': 6, '10458': 4, '10466': 4, '11370': 4, '11372': 4, '11377': 4}"
2020-08-31,222-222@627-s4s-cbk,"{'10002': 4, '10027': 4, '10030': 4, '10039': 4, '10451': 4, '10456': 8}"
2020-08-31,222-222@627-s4s-ch5,"{'10027': 11, '10031': 11, '10304': 4, '10305': 4, '11368': 4, '11373': 8, '11377': 4}"
2020-08-31,222-222@627-s4s-jjv,"{'10030': 4, '10037': 4, '10451': 4, '10455': 4, '10456': 4, '11366': 4, '11367': 4}"
2020-08-31,222-222@627-s4s-nwk,"{'10001': 4, '10011': 4, '10027': 11, '10468': 4}"
2020-08-31,222-222@627-s4t-4sq,"{'10026': 4, '10027': 8, '10031': 25, '10032': 4, '10034': 4, '10452': 4, '10455': 4, '10459': 4, '11206': 4, '11209': 4, '11220': 4}"
2020-08-31,222-222@627-s4t-5fz,"{'10027': 12, '10031': 25, '10456': 4, '10475': 4, '11208': 4, '11373': 4, '11377': 4, '11417': 5, '11418': 4, '11419': 5, '11420': 5, '11421': 4, '11691': 4}"
2020-08-31,222-222@627-s4t-8qf,"{'10027': 7, '10029': 4, '10035': 4, '10037': 4}"
2020-08-31,222-222@627-s4t-bp9,"{'10026': 4, '10037': 4, '10040': 4, '10455': 4, '10456': 8, '10460': 4}"
2020-08-31,222-222@627-s4t-cwk,"{'10026': 4, '10027': 4, '10030': 4, '10037': 4, '11416': 4}"
2020-08-31,222-222@627-s4t-tgk,"{'10025': 4, '10026': 8, '10027': 8, '10029': 8, '10035': 16, '10037': 4, '10452': 4, '10457': 4, '10467': 4, '10473': 4, '11208': 4}"
2020-08-31,222-222@627-s4t-tvz,"{'10029': 16, '10030': 4, '10035': 8, '10039': 4, '10456': 4}"
2020-08-31,222-222@627-s4t-xt9,"{'10029': 16, '10035': 12, '10451': 5, '10455': 5}"
2020-08-31,222-222@627-s4v-2c5,"{'10029': 4, '10030': 4, '10037': 4, '11358': 4, '11361': 4}"
2020-08-31,222-222@627-s4v-2hq,"{'10029': 8, '10034': 4, '10040': 4, '10451': 4, '10452': 4}"
