date_range_end,placekey,visitor
2021-02-15,222-222@627-s4k-d7q,"{'10009': 4, '10023': 4, '10024': 4, '10025': 8, '10033': 4, '10040': 4, '10470': 4}"
2021-02-15,222-222@627-s4k-kzz,"{'10004': 4, '10005': 8, '10024': 4, '10028': 4, '10038': 8, '10128': 4}"
2021-02-15,222-222@627-s4k-nqz,"{'10002': 4, '10021': 12, '10022': 4, '10024': 9, '10025': 13, '10065': 8, '10469': 4, '11214': 4, '11368': 4, '11378': 4}"
2021-02-15,222-222@627-s4k-p35,"{'10001': 4, '10010': 4, '10011': 4, '10021': 5, '10022': 4, '10023': 4, '10024': 4, '10025': 4, '10065': 4, '10463': 4, '10471': 4, '11364': 4, '11365': 4}"
2021-02-15,222-222@627-s4k-psq,"{'10024': 4, '10025': 8, '11372': 4, '11377': 4}"
2021-02-15,222-222@627-s4m-75z,"{'10025': 17, '10027': 9, '10463': 4, '11210': 4, '11234': 4}"
2021-02-15,222-222@627-s4m-835,"{'10463': 4, '11103': 4, '11106': 4, '11226': 4, '11369': 4}"
2021-02-15,222-222@627-s4m-9j9,"{'10025': 9, '10027': 4, '10030': 4, '10039': 4, '10451': 5, '10455': 5, '10456': 5, '10461': 4, '11368': 4, '11433': 4, '11435': 4}"
2021-02-15,222-222@627-s4m-btv,"{'10024': 4, '10025': 13, '11238': 4, '11377': 4}"
2021-02-15,222-222@627-s4m-ckf,"{'10025': 4, '10128': 4, '11235': 4}"
2021-02-15,222-222@627-s4m-ffz,"{'10025': 8, '10451': 4, '10455': 4, '10456': 4, '10459': 4, '10463': 4, '10468': 4, '10469': 4}"
2021-02-15,222-222@627-s4m-v4v,"{'10029': 4, '10465': 4, '11428': 4}"
2021-02-15,222-222@627-s4n-4y9,"{'10021': 4, '10075': 4, '10467': 4, '11207': 4, '11208': 4}"
2021-02-15,222-222@627-s4n-5mk,"{'10028': 4, '10075': 4, '11368': 4}"
2021-02-15,222-222@627-s4n-6c5,"{'10021': 4, '10024': 4, '10025': 4, '10032': 4, '10075': 4, '11234': 4, '11434': 4}"
2021-02-15,222-222@627-s4n-b6k,"{'10024': 8, '10025': 4, '10304': 4, '10305': 4, '10458': 4, '11368': 4, '11416': 4, '11417': 4}"
2021-02-15,222-222@627-s4n-mc5,"{'10028': 4, '10128': 4, '10453': 4, '11212': 4}"
2021-02-15,222-222@627-s4n-nbk,"{'10128': 4, '10461': 4, '11418': 4}"
2021-02-15,222-222@627-s4n-q4v,"{'10002': 4, '10022': 4, '10029': 7, '10065': 4, '10128': 7, '10451': 4, '10455': 4}"
2021-02-15,222-222@627-s4n-q9f,"{'10026': 4, '10027': 4, '10028': 4, '10029': 12, '10030': 8, '10035': 8, '10037': 12, '10039': 4, '10128': 4, '10452': 4, '10454': 4, '10459': 4, '10469': 4, '11208': 8, '11211': 4, '11222': 4, '11224': 4, '11235': 4, '11368': 6}"
