date_range_end,placekey,visitor
2020-11-02,222-222@627-s4k-d7q,"{'10016': 4, '10017': 4, '10025': 8, '10462': 4, '11213': 4}"
2020-11-02,222-222@627-s4k-f75,"{'10024': 4, '10025': 4, '10032': 4, '10033': 4, '11436': 5}"
2020-11-02,222-222@627-s4k-kzz,"{'10004': 4, '10005': 4, '10024': 4, '10038': 4, '10462': 11, '11372': 4}"
2020-11-02,222-222@627-s4k-nqz,"{'10019': 4, '10021': 4, '10024': 11, '10025': 11, '10026': 4, '10027': 8, '10031': 4, '10035': 4, '10037': 4, '10065': 4, '10469': 4, '11101': 4, '11106': 4, '11208': 4, '11214': 5, '11218': 4, '11226': 4, '11230': 4, '11416': 4, '11692': 4, '11693': 4}"
2020-11-02,222-222@627-s4k-p35,"{'10010': 4, '10011': 4, '10021': 6, '10022': 4, '10025': 4, '10065': 4, '11101': 5, '11106': 5, '11364': 4, '11365': 4, '11413': 4, '11422': 4}"
2020-11-02,222-222@627-s4k-psq,"{'10029': 4, '10452': 9, '10453': 5, '11231': 4, '11233': 4, '11372': 4, '11377': 4}"
2020-11-02,222-222@627-s4m-4jv,"{'10025': 6, '10027': 6, '11212': 4, '11233': 4, '11373': 5}"
2020-11-02,222-222@627-s4m-575,"{'10024': 4, '10025': 8, '10026': 4}"
2020-11-02,222-222@627-s4m-75z,"{'10018': 4, '10024': 4, '10025': 12, '10030': 6, '10036': 4, '10037': 6, '10463': 4, '10465': 4, '11104': 8, '11368': 4, '11373': 8, '11377': 8}"
2020-11-02,222-222@627-s4m-835,"{'10002': 4, '10025': 4, '10026': 4, '10453': 4}"
2020-11-02,222-222@627-s4m-9j9,"{'10021': 4, '10025': 17, '10031': 4, '10032': 4, '11214': 4, '11411': 4, '11412': 4, '11422': 6, '11429': 4}"
2020-11-02,222-222@627-s4m-btv,"{'10001': 4, '10024': 4, '10025': 12, '10456': 4, '10459': 4, '11203': 10, '11210': 10, '11226': 10}"
2020-11-02,222-222@627-s4m-v4v,"{'10021': 8, '10022': 4, '10028': 8, '10065': 8, '10075': 8, '11428': 4}"
2020-11-02,222-222@627-s4m-vzz,"{'10003': 4, '10009': 4, '10028': 4, '10075': 4, '10455': 4, '10459': 4, '11372': 4, '11377': 4}"
2020-11-02,222-222@627-s4m-y7q,"{'10025': 4, '11423': 4, '11427': 4, '11428': 4}"
2020-11-02,222-222@627-s4n-6c5,"{'10021': 4, '10075': 4, '10465': 4, '11238': 4, '11373': 4, '11375': 4, '11428': 4}"
2020-11-02,222-222@627-s4n-b6k,"{'10022': 4, '10023': 4, '10024': 4, '10025': 4, '10030': 4, '10039': 4, '10065': 4, '10069': 4, '10457': 4, '11203': 4, '11226': 4, '11364': 5, '11368': 8, '11375': 8, '11416': 4, '11417': 4}"
2020-11-02,222-222@627-s4n-nbk,"{'10023': 4, '10024': 4, '10028': 4, '10029': 8, '10075': 4, '10128': 8, '11377': 4}"
2020-11-02,222-222@627-s4n-pn5,"{'10016': 5, '10027': 4, '10035': 4, '10037': 4, '10460': 4}"
2020-11-02,222-222@627-s4n-q9f,"{'10025': 4, '10026': 4, '10029': 23, '10030': 4, '10035': 9, '10037': 9, '10128': 11, '10451': 12, '10452': 4, '10455': 8, '10456': 20, '10457': 8, '10459': 8, '10460': 12, '10463': 4, '10469': 4, '11101': 4, '11103': 4, '11104': 9, '11106': 4, '11210': 8, '11214': 8, '11218': 4, '11226': 4, '11229': 4, '11230': 4, '11234': 4, '11368': 4, '11370': 4, '11372': 4, '11377': 4, '11432': 12, '11433': 4, '11435': 4}"
2020-11-02,222-222@627-s4n-qcq,"{'10005': 4, '10009': 4, '10029': 12, '10037': 4, '10038': 4, '10128': 12, '10462': 4}"
2020-11-02,222-222@627-s4n-skf,"{'10019': 4, '10023': 4, '10028': 8, '10069': 4, '10075': 4, '10128': 4, '10469': 4, '10475': 4, '11375': 4}"
2020-11-02,222-222@627-s4n-tn5,"{'10028': 12, '10075': 4, '10128': 8}"
2020-11-02,222-222@627-s4n-vxq,"{'10003': 4, '10010': 4, '10024': 4, '10025': 4, '10028': 4, '10035': 4, '10128': 8}"
2020-11-02,222-222@627-s4n-xbk,"{'10007': 13, '10013': 13, '10021': 9, '10028': 4, '10065': 5, '10075': 8, '10128': 4}"
2020-11-02,222-222@627-s4q-v75,"{'10007': 5, '10013': 5, '10023': 18, '10024': 4, '10028': 8, '10069': 14, '10075': 4, '10128': 4, '10457': 4, '10458': 4, '11421': 4}"
2020-11-02,222-222@627-s4q-wx5,"{'10019': 6, '10023': 14, '10024': 4, '10069': 10, '10301': 4, '10304': 4, '10314': 4, '11228': 4, '11354': 4, '11355': 4, '11365': 4, '11366': 4}"
2020-11-02,222-222@627-s4q-zvf,"{'10004': 4, '10016': 4, '10017': 4, '10019': 4, '10023': 4, '10024': 12, '10025': 4, '10280': 4, '10305': 4, '10312': 4, '10457': 4, '10461': 4, '10469': 4, '10475': 4, '11103': 4, '11209': 4, '11220': 4, '11368': 4, '11372': 4, '11377': 8, '11417': 4}"
2020-11-02,222-222@627-s4r-2p9,"{'11364': 4, '11368': 4, '11373': 4, '11419': 5, '11420': 5}"
2020-11-02,222-222@627-s4r-2rk,"{'10019': 4, '10023': 4, '10306': 4, '11373': 7}"
2020-11-02,222-222@627-s4r-3dv,"{'10001': 4, '10011': 4, '10014': 4, '10019': 4, '10025': 4, '10027': 4, '10030': 4, '10463': 4, '10471': 4, '11229': 4, '11238': 5, '11428': 4}"
2020-11-02,222-222@627-s4r-3kf,"{'10007': 4, '10019': 4, '10023': 4, '10025': 4, '10038': 4, '10453': 10, '10460': 4, '10467': 4, '10468': 4, '11201': 4, '11209': 4, '11365': 4, '11366': 8, '11385': 4, '11423': 4, '11432': 4, '11434': 4}"
2020-11-02,222-222@627-s4r-hkf,"{'10019': 5, '10023': 5, '10069': 5, '10460': 4, '10466': 4, '11203': 4, '11236': 4, '11420': 4}"
2020-11-02,222-222@627-s4r-tgk,"{'10019': 8, '10023': 8, '10069': 4, '11203': 4}"
2020-11-02,222-222@627-s4r-vs5,"{'10030': 4, '10039': 4, '10452': 4}"
2020-11-02,222-222@627-s4s-bp9,"{'10027': 14, '10030': 4, '10031': 10, '10039': 4, '11209': 4, '11228': 4, '11368': 4, '11373': 4, '11423': 4}"
2020-11-02,222-222@627-s4s-brk,"{'10024': 4, '10025': 17, '10027': 27, '10028': 4, '10031': 20, '10033': 5, '10035': 4, '10040': 5, '10303': 4, '10463': 6, '10472': 4, '11220': 4}"
2020-11-02,222-222@627-s4s-c5z,"{'10027': 6, '10031': 5, '10456': 4, '10457': 4}"
2020-11-02,222-222@627-s4s-cbk,"{'10027': 8, '10031': 4, '10039': 4, '11377': 4}"
2020-11-02,222-222@627-s4s-k4v,"{'10025': 4, '10027': 4, '10029': 4, '10031': 4, '10035': 4, '10463': 8, '10471': 4}"
2020-11-02,222-222@627-s4s-m6k,"{'10009': 4, '10027': 6, '10453': 4}"
2020-11-02,222-222@627-s4t-4sq,"{'10009': 4, '10027': 8, '10031': 13, '10451': 4, '10456': 4, '10457': 4, '10468': 4, '11208': 4}"
2020-11-02,222-222@627-s4t-5fz,"{'10019': 4, '10023': 4, '10027': 13, '10031': 17, '10459': 4, '10460': 4, '11208': 4}"
2020-11-02,222-222@627-s4t-8qf,"{'10027': 4, '10452': 4, '10472': 4, '11373': 4, '11374': 4}"
2020-11-02,222-222@627-s4t-bp9,"{'10027': 6, '10030': 4, '10037': 4, '10039': 4, '10451': 8, '10455': 8, '10456': 4}"
2020-11-02,222-222@627-s4t-tgk,"{'10029': 12, '10035': 12, '10456': 4, '10468': 8, '11224': 4}"
2020-11-02,222-222@627-s4t-tvz,"{'10029': 12, '10035': 4, '10128': 4, '10452': 4, '10457': 4, '10458': 4, '10466': 9}"
2020-11-02,222-222@627-s4t-vs5,"{'10027': 4, '10031': 4, '10035': 4, '10457': 4}"
2020-11-02,222-222@627-s4t-xt9,"{'10029': 14, '10032': 4, '10035': 12, '10451': 4, '10454': 4, '11364': 4}"
2020-11-02,222-222@627-s4v-2rk,"{'10029': 11, '11220': 4, '11421': 4}"
2020-11-02,222-222@627-s4v-2zf,"{'10029': 8, '10035': 4, '10453': 5, '10456': 4, '10460': 4, '10462': 4, '10472': 4, '11368': 4, '11419': 4}"
2020-11-02,222-222@627-s4v-3nq,"{'10019': 4, '10024': 4, '10026': 4, '10029': 12}"
2020-11-02,222-222@627-s4v-5pv,"{'10010': 4, '10016': 4, '10029': 4, '10451': 4, '10456': 4}"
2020-11-02,222-222@627-s4v-789,"{'10026': 5, '10032': 6, '10456': 4, '10462': 4, '11358': 4, '11365': 4}"
2020-11-02,222-222@627-s4v-9cq,"{'10025': 4, '10026': 19, '10027': 23, '10029': 4, '10030': 9, '10035': 9, '10037': 18, '10039': 8, '10451': 4, '10452': 4, '10455': 4, '10456': 8, '10459': 4, '10474': 4, '11207': 4, '11221': 4, '11233': 4, '11375': 4, '11691': 4}"
2020-11-02,222-222@627-s4v-9xq,"{'10026': 8, '11221': 6, '11436': 4}"
2020-11-02,222-222@627-s4v-bc5,"{'10026': 4, '10027': 4, '10035': 4, '10037': 4, '10451': 4, '10452': 4, '10456': 4}"
2020-11-02,222-222@627-s4v-dn5,"{'10001': 4, '10003': 4, '10010': 4, '10011': 4, '10021': 4, '10026': 4, '10027': 12, '10028': 4, '10029': 8, '10035': 8, '10037': 4, '10128': 12, '10306': 8, '10308': 4, '10453': 4, '10458': 4, '10460': 4, '10467': 8, '10468': 4, '11207': 10, '11214': 4, '11221': 8, '11224': 4, '11226': 4, '11229': 10, '11234': 4, '11235': 22, '11236': 4, '11237': 4, '11239': 4, '11370': 4, '11372': 4, '11377': 8, '11411': 4, '11412': 4, '11418': 8, '11421': 4, '11432': 4, '11434': 4}"
2020-11-02,222-222@627-s4v-hh5,"{'10019': 4, '10024': 4, '10026': 4, '10029': 20, '10030': 4, '10037': 4, '10128': 16, '10308': 4, '10310': 4, '10312': 4, '10452': 4, '10471': 4}"
2020-11-02,222-222@627-s4v-k4v,"{'10029': 7, '10035': 11, '11230': 4, '11433': 4, '11435': 4}"
