date_range_end,placekey,visitor
2021-08-02,222-222@627-s4k-nqz,"{'10016': 4, '10017': 4, '10019': 4, '10024': 6, '10025': 6, '10128': 4, '10469': 4, '10472': 4, '11214': 4, '11229': 4, '11354': 4, '11357': 4, '11368': 4, '11373': 4, '11436': 4}"
2021-08-02,222-222@627-s4k-psq,"{'11367': 4, '11414': 4, '11416': 4, '11417': 4}"
2021-08-02,222-222@627-s4m-4jv,"{'10025': 12, '10028': 4, '10029': 4, '10035': 4, '10075': 4, '11373': 5, '11385': 4}"
2021-08-02,222-222@627-s4m-75z,"{'10024': 4, '10025': 12, '10027': 4, '10028': 4, '10312': 4, '10456': 4, '11207': 4, '11208': 4}"
2021-08-02,222-222@627-s4m-835,"{'10025': 4, '10027': 4, '10465': 4, '11103': 4, '11106': 4, '11207': 4, '11208': 4, '11221': 8, '11385': 4}"
2021-08-02,222-222@627-s4m-9j9,"{'10025': 12, '10026': 4, '10028': 4, '10035': 8, '10037': 4, '10075': 4, '10451': 4, '10463': 4, '10471': 4}"
2021-08-02,222-222@627-s4m-ckf,"{'10025': 4, '10029': 4, '10030': 4, '10037': 4, '11101': 4, '11106': 4, '11203': 4, '11220': 4, '11372': 4}"
2021-08-02,222-222@627-s4m-vzz,"{'10028': 4, '10030': 4, '10037': 4, '10039': 4, '10128': 4, '11412': 4, '11420': 4, '11423': 4, '11432': 4, '11433': 4}"
2021-08-02,222-222@627-s4m-wc5,"{'10024': 5, '10025': 5, '10312': 4, '11209': 4, '11220': 4, '11377': 4, '11378': 4}"
2021-08-02,222-222@627-s4n-2tv,"{'10017': 4, '10021': 8, '10022': 4, '10024': 4, '10025': 4, '10075': 4, '11106': 4, '11418': 4}"
2021-08-02,222-222@627-s4n-54v,"{'10021': 4, '10022': 4, '10023': 4, '10028': 4, '10065': 4, '10075': 8}"
2021-08-02,222-222@627-s4n-5mk,"{'10021': 4, '10028': 4, '10075': 8, '10301': 4, '10304': 4, '10314': 4}"
2021-08-02,222-222@627-s4n-6c5,"{'10003': 4, '10010': 4, '10301': 4, '10314': 4, '11234': 4}"
2021-08-02,222-222@627-s4n-8sq,"{'10019': 4, '10036': 4, '10306': 4}"
2021-08-02,222-222@627-s4n-b6k,"{'11101': 4, '11102': 4, '11103': 8, '11106': 4, '11218': 4, '11357': 4, '11385': 4, '11414': 8, '11417': 8}"
2021-08-02,222-222@627-s4n-q4v,"{'10128': 4, '10452': 4, '10468': 4, '11218': 4, '11220': 4, '11236': 4}"
2021-08-02,222-222@627-s4n-q9f,"{'10019': 4, '10021': 4, '10023': 4, '10026': 4, '10029': 24, '10035': 8, '10069': 4, '10075': 4, '10302': 4, '10303': 4, '10453': 4, '10473': 4, '11101': 4, '11103': 4, '11106': 4, '11209': 4, '11214': 4, '11220': 4, '11372': 4, '11377': 4}"
2021-08-02,222-222@627-s4n-qcq,"{'10025': 8, '10026': 4, '10027': 4, '10029': 16, '10035': 4, '10455': 4, '10456': 4, '10457': 4, '10474': 4, '11374': 4, '11375': 4, '11423': 4, '11432': 4}"
2021-08-02,222-222@627-s4n-r49,"{'10028': 4, '10029': 4, '10031': 4, '10128': 4, '10306': 4, '10308': 4, '11205': 4, '11214': 4, '11375': 4, '11414': 4, '11416': 4, '11417': 4}"
2021-08-02,222-222@627-s4n-vxq,"{'10451': 4, '10452': 4, '11214': 4, '11223': 4, '11373': 4}"
2021-08-02,222-222@627-s4n-xbk,"{'10128': 4, '10453': 4, '11374': 4, '11375': 4}"
2021-08-02,222-222@627-s4q-v75,"{'10023': 10, '10069': 6, '10312': 4, '10452': 4, '10458': 4, '10460': 4, '10462': 4, '10467': 4, '11226': 4}"
2021-08-02,222-222@627-s4q-wx5,"{'10023': 4, '10069': 4, '10304': 4, '10452': 4, '11355': 4, '11378': 4}"
2021-08-02,222-222@627-s4q-zvf,"{'10023': 4, '10025': 8, '10026': 4, '10027': 4, '10030': 4, '10037': 4, '10069': 4, '10305': 4, '10312': 4, '10458': 4, '10465': 4, '11220': 4, '11222': 4}"
2021-08-02,222-222@627-s4r-28v,"{'10019': 7, '10022': 4, '10023': 22, '10069': 7, '11356': 4}"
2021-08-02,222-222@627-s4r-2rk,"{'10019': 4, '10023': 4, '10027': 4, '10462': 4, '10472': 4, '11214': 4, '11356': 4}"
