date_range_end,placekey,visitor
2021-06-28,222-222@627-s4k-cwk,"{'10024': 4, '10025': 8, '10457': 4, '10460': 4, '10467': 4}"
2021-06-28,222-222@627-s4k-d7q,"{'10025': 8, '10028': 4, '10075': 4, '10456': 4}"
2021-06-28,222-222@627-s4k-kzz,"{'10024': 8, '10025': 4, '11418': 4, '11421': 4}"
2021-06-28,222-222@627-s4k-nqz,"{'10011': 4, '10014': 4, '10024': 13, '10025': 13, '10029': 4, '11203': 4, '11208': 4, '11212': 4, '11214': 4, '11377': 4, '11416': 8}"
2021-06-28,222-222@627-s4m-4jv,"{'10025': 4, '10027': 4, '10031': 8, '10032': 4, '10451': 4, '10455': 4, '10457': 4, '11219': 4, '11379': 4}"
2021-06-28,222-222@627-s4m-575,"{'10024': 4, '10025': 4, '10026': 5, '10027': 5, '10452': 4}"
2021-06-28,222-222@627-s4m-75z,"{'10025': 12, '10027': 8, '11223': 4, '11377': 4}"
2021-06-28,222-222@627-s4m-835,"{'10009': 4, '10024': 4, '10025': 10, '11104': 6, '11377': 6}"
2021-06-28,222-222@627-s4m-9j9,"{'10021': 5, '10023': 4, '10024': 4, '10025': 9, '10026': 5, '10029': 5, '10034': 4, '10065': 5, '10469': 4, '11385': 4}"
2021-06-28,222-222@627-s4m-ckf,"{'10025': 4, '10467': 4, '10469': 4, '11218': 4}"
2021-06-28,222-222@627-s4m-vzz,"{'10028': 8, '10075': 8, '10467': 5, '11420': 4}"
2021-06-28,222-222@627-s4m-wc5,"{'10024': 4, '10028': 4, '10128': 4, '10473': 4}"
2021-06-28,222-222@627-s4m-y7q,"{'10021': 4, '10024': 4, '10075': 4, '10128': 4, '11377': 4, '11378': 4, '11433': 4, '11435': 4}"
2021-06-28,222-222@627-s4n-2tv,"{'10017': 4, '10022': 4, '11214': 4, '11372': 4, '11374': 4, '11377': 4, '11379': 4}"
2021-06-28,222-222@627-s4n-4y9,"{'10460': 4, '10466': 4, '10469': 4, '10470': 4, '11212': 4, '11236': 4}"
2021-06-28,222-222@627-s4n-5mk,"{'10021': 4, '10028': 6, '10075': 6, '11423': 4, '11432': 4}"
2021-06-28,222-222@627-s4n-5pv,"{'10024': 4, '10025': 4, '10028': 8, '10075': 4, '10128': 4, '10308': 4}"
2021-06-28,222-222@627-s4n-6c5,"{'10028': 4, '10075': 4, '11232': 4, '11237': 4}"
2021-06-28,222-222@627-s4n-8sq,"{'10018': 4, '10036': 4, '11691': 4, '11692': 4}"
2021-06-28,222-222@627-s4n-b6k,"{'10023': 4, '10024': 8, '10027': 5, '11207': 4, '11368': 4}"
2021-06-28,222-222@627-s4n-nbk,"{'10461': 4, '11385': 4, '11414': 4}"
2021-06-28,222-222@627-s4n-pjv,"{'10029': 4, '10128': 4, '11411': 4, '11412': 4, '11429': 4}"
2021-06-28,222-222@627-s4n-q4v,"{'10029': 8, '10128': 4, '11101': 4, '11102': 4}"
2021-06-28,222-222@627-s4n-q9f,"{'10005': 4, '10019': 4, '10025': 4, '10026': 4, '10027': 4, '10029': 8, '10031': 4, '10035': 8, '10037': 4, '10038': 4, '10128': 12, '10454': 4, '10455': 4, '10456': 4, '10462': 4, '10467': 4, '10472': 4, '11209': 4, '11368': 4, '11369': 4, '11370': 8, '11372': 4, '11374': 4, '11377': 8}"
2021-06-28,222-222@627-s4n-qcq,"{'10023': 4, '10029': 4, '10128': 4, '10466': 4, '10467': 4, '10469': 4, '11101': 4, '11203': 4, '11215': 4, '11230': 4}"
2021-06-28,222-222@627-s4n-skf,"{'10003': 4, '10010': 4, '10028': 4, '10128': 8, '11228': 4, '11239': 5}"
2021-06-28,222-222@627-s4n-tn5,"{'10016': 4, '10017': 4, '10303': 4, '11433': 4, '11435': 4}"
2021-06-28,222-222@627-s4n-vxq,"{'10003': 4, '10010': 4, '10128': 8, '10451': 8, '10452': 4, '10456': 4}"
2021-06-28,222-222@627-s4n-xbk,"{'10128': 8, '10303': 4, '10314': 4}"
2021-06-28,222-222@627-s4q-v75,"{'10010': 4, '10016': 4, '10019': 4, '10023': 13, '10069': 13, '11218': 7, '11419': 4}"
2021-06-28,222-222@627-s4q-vpv,"{'10023': 5, '10028': 4, '10069': 5, '10075': 4}"
2021-06-28,222-222@627-s4q-wx5,"{'10019': 4, '10023': 12, '10069': 12, '10305': 4, '10469': 4, '10472': 4, '11212': 4, '11213': 4, '11365': 10, '11366': 6, '11367': 4, '11418': 4}"
2021-06-28,222-222@627-s4q-zvf,"{'10029': 8, '10031': 4, '10035': 4, '10456': 4, '10457': 4, '10459': 4, '10460': 4, '10463': 6, '10471': 6, '10474': 4, '11101': 8, '11103': 4, '11109': 4, '11221': 4, '11224': 4, '11235': 4, '11377': 4}"
2021-06-28,222-222@627-s4r-2rk,"{'11105': 4, '11204': 5, '11208': 4, '11211': 4, '11354': 5, '11357': 4, '11358': 4, '11360': 4, '11374': 4, '11375': 4}"
2021-06-28,222-222@627-s4r-3kf,"{'10019': 11, '10023': 11, '10024': 4, '10029': 4, '10035': 4, '10069': 7, '11232': 4, '11235': 4, '11372': 4, '11373': 4}"
2021-06-28,222-222@627-s4r-5j9,"{'10023': 16, '10024': 4, '10030': 4, '10037': 4, '10039': 4, '10128': 4, '10309': 4, '10312': 4, '10463': 4, '10471': 4, '11229': 4, '11231': 4, '11354': 4}"
2021-06-28,222-222@627-s4r-f75,"{'10301': 4, '10310': 4, '10473': 4, '11373': 4}"
2021-06-28,222-222@627-s4r-hkf,"{'10016': 4, '10018': 4, '10457': 5, '10460': 5}"
2021-06-28,222-222@627-s4r-q75,"{'10023': 4, '10024': 8, '10025': 4}"
