date_range_end,placekey,visitor
2020-12-07,222-222@627-s4k-d7q,"{'10001': 4, '10011': 4, '10014': 4, '10025': 4, '10026': 4, '11207': 4, '11208': 4, '11691': 4}"
2020-12-07,222-222@627-s4k-fvf,"{'10128': 4, '10460': 4, '10474': 4, '11208': 4, '11420': 4}"
2020-12-07,222-222@627-s4k-kzz,"{'10304': 4, '10305': 4, '10306': 4, '11218': 4, '11221': 4, '11230': 4, '11420': 4}"
2020-12-07,222-222@627-s4k-nqz,"{'10022': 4, '10024': 4, '10025': 12, '10065': 4, '10455': 4, '10456': 4, '10463': 4, '10472': 5, '11204': 4, '11357': 4, '11436': 4}"
2020-12-07,222-222@627-s4k-p35,"{'10021': 4, '10024': 4, '10025': 4, '10075': 4, '10463': 4, '10471': 4, '11102': 4}"
2020-12-07,222-222@627-s4k-psq,"{'10024': 12, '10025': 12, '10467': 4, '11411': 4, '11429': 4}"
2020-12-07,222-222@627-s4m-4jv,"{'10027': 4, '10031': 4, '10452': 4, '10463': 4, '10471': 4}"
2020-12-07,222-222@627-s4m-75z,"{'10025': 22, '10026': 5, '10027': 4, '10029': 4, '10031': 4, '10032': 4, '10473': 4}"
2020-12-07,222-222@627-s4m-9j9,"{'10024': 4, '10025': 12, '10026': 4, '10027': 4, '10128': 4, '11204': 4, '11208': 4, '11230': 4, '11373': 4, '11377': 4}"
2020-12-07,222-222@627-s4m-btv,"{'10024': 4, '10025': 12, '10030': 4, '10037': 4, '10039': 4}"
2020-12-07,222-222@627-s4m-ckf,"{'10025': 4, '10028': 4, '10128': 4, '11106': 4, '11204': 4, '11225': 4, '11230': 4, '11373': 4, '11374': 4}"
2020-12-07,222-222@627-s4m-ffz,"{'10025': 4, '10027': 4, '11101': 4, '11109': 4}"
2020-12-07,222-222@627-s4m-v4v,"{'10028': 4, '10075': 4, '10128': 4, '11694': 4}"
2020-12-07,222-222@627-s4m-wc5,"{'10024': 4, '10029': 5, '11101': 4}"
2020-12-07,222-222@627-s4m-y7q,"{'10025': 4, '10128': 4, '10457': 4, '10460': 4, '11237': 4}"
2020-12-07,222-222@627-s4n-4y9,"{'10452': 4, '10453': 4, '11354': 4, '11355': 4, '11377': 4}"
2020-12-07,222-222@627-s4n-54v,"{'10028': 4, '10075': 4, '11238': 4}"
2020-12-07,222-222@627-s4n-5fz,"{'10002': 5, '10021': 4, '10075': 4, '10301': 4, '11377': 4}"
2020-12-07,222-222@627-s4n-5mk,"{'10028': 12, '10075': 12, '10314': 4, '10458': 4, '11368': 4, '11373': 4}"
2020-12-07,222-222@627-s4n-5pv,"{'10002': 4, '10128': 4, '10454': 4}"
2020-12-07,222-222@627-s4n-8sq,"{'10462': 4, '11209': 4, '11220': 4}"
