ZIP,TRACT,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
10009,36061002400,0.04833820356664937,0.004283965728274173,0.020874359984245767,0.04486393723951949
10009,36061004000,0.014364912472348909,0.02692778457772338,0.02599448601811737,0.015592056876685462
10009,36061002000,0.044760630308326735,0.0055079559363525096,0.011027963765261915,0.041088502083844076
10009,36061003002,0.048392823005707734,0.05507955936352509,0.06183536825521859,0.049497425839666584
10009,36061002800,0.11317147772892372,0.09179926560587515,0.11973217802284364,0.11272370679088012
10009,36061006000,0.0,0.0012239902080783353,0.0015754233950374162,0.00014709487619514588
10009,36061003602,0.0010923887811672174,0.0018359853121175031,0.0007877116975187081,0.001103211571463594
10009,36061002602,0.0696397847994101,0.08078335373317014,0.11106734935013785,0.07266486884040206
10009,36061003200,0.1486741131168583,0.19767441860465115,0.21307601417881056,0.15464574650649668
10009,36061002202,0.054237102984952344,0.11689106487148103,0.05553367467506892,0.05682765383672469
10009,36061004800,0.04014528770789524,0.09179926560587515,0.0007877116975187081,0.03976464819808777
10009,36061003400,0.12944807056831525,0.22399020807833536,0.21740842851516345,0.13871046825202255
10009,36061004400,0.2395062402709124,0.03916768665850673,0.07050019692792438,0.22096101985780828
10009,36061002601,0.04822896468853265,0.06303549571603427,0.08979913351713273,0.051409659230203485
10010,36061005000,0.016634959961067116,0.017844564451749236,0.02301255230125523,0.017140231834888324
10010,36061006600,0.15807636154492766,0.022305705564686546,0.12831241283124128,0.1361323155216285
10010,36061009100,0.0006636287218510817,0.005869922517022775,0.006276150627615063,0.0017316935255866554
10010,36061008700,0.0021236119099234613,0.003521953510213665,0.002789400278940028,0.0023678258411082838
10010,36061006000,0.11631199398309959,0.003521953510213665,0.038354253835425386,0.09538450664404863
10010,36061006800,0.2065655001548467,0.09978868278938718,0.15481171548117154,0.1878710771840543
10010,36061005600,0.09029774808653719,0.2089692416060108,0.1499302649930265,0.1111817924795024
10010,36061006400,0.22501437862230678,0.07184785160835877,0.19595536959553697,0.20048770144189992
10010,36061006200,0.06512409857098615,0.018079361352430146,0.044630404463040445,0.057004523607577046
10010,36061005800,0.09786311551563952,0.4350786569617281,0.18828451882845187,0.15320186598812552
10010,36061005400,0.003450869353625625,0.057290443766142285,0.03626220362622036,0.013217415889171615
10010,36061005200,0.017873733575189135,0.05588166236205682,0.03138075313807531,0.02427905004240882
10011,36061006300,0.11050223589319409,0.11441753171856978,0.12868852459016394,0.11229167559230538
10011,36061005900,0.01067542068395068,0.004152249134948097,0.00546448087431694,0.009661111349128143
10011,36061009300,0.12926822963786286,0.06366782006920416,0.0825136612021858,0.11951073218799538
10011,36061009900,0.044847106263085794,0.06205305651672434,0.03770491803278689,0.045884923525127456
10011,36061005400,0.09315790834130327,0.2417531718569781,0.10191256830601093,0.10764320294760293
10011,36061007700,0.024116628324760254,0.03160322952710496,0.02622950819672131,0.02497750739042886
10011,36061008700,0.11799829400056866,0.09803921568627451,0.13142076502732242,0.11719720663210659
10011,36061007100,0.059218859048259104,0.03875432525951557,0.0814207650273224,0.05905916627393856
10011,36061008300,0.07795900431669553,0.11395617070357555,0.05437158469945355,0.07945246561843966
10011,36061008900,0.09527748339235402,0.031141868512110725,0.1251366120218579,0.09166273938563044
10011,36061009100,0.07656318660014992,0.08581314878892733,0.060109289617486336,0.07613212801508076
10011,36061006500,0.011528420399617443,0.008304498269896194,0.02185792349726776,0.012038901503791612
10011,36061008100,0.14888722309819835,0.1063437139561707,0.1431693989071038,0.14448823957842424
10012,36061003300,0.030893101873001372,0.03668610301263363,0.000859106529209622,0.02896977792619803
10012,36061004700,0.04665372316126085,0.03255587949465501,0.06400343642611683,0.04591751544498247
10012,36061004300,0.1821037003197807,0.29008746355685133,0.195446735395189,0.20195358156620472
10012,36061005501,0.16137505710370031,0.08211856171039844,0.023195876288659795,0.13432960427450324
10012,36061004500,0.020043398812243034,0.03644314868804665,0.0313573883161512,0.023960594423109032
10012,36061005900,0.0,0.0014577259475218659,0.0,0.00025045917515444983
10012,36061006500,0.20700091365920512,0.0935374149659864,0.18900343642611683,0.18575722157288363
10012,36061005700,0.0,0.00024295432458697764,0.0,4.1743195859074974e-05
10012,36061004900,0.20568752855185016,0.2521865889212828,0.30670103092783507,0.2234930706294874
10012,36061005502,0.08422795797167656,0.1358114674441205,0.1254295532646048,0.09709467356820838
10012,36061003700,0.004910918227501142,0.00024295432458697764,0.00429553264604811,0.004049089998330272
10012,36061004100,0.05710370031978072,0.038629737609329445,0.05970790378006873,0.05418266822507931
10013,36061003300,0.23681245518795452,0.20859582808343832,0.22338784325825362,0.22861919090605148
10013,36061004900,0.013776503124039743,0.016659666806663868,0.030854674483184203,0.016315613507188232
10013,36061003100,0.07953497900235583,0.10695786084278315,0.05152730638691762,0.08304914744232698
10013,36061004100,0.17556079074055106,0.18353632927341454,0.16939216291268128,0.17679705784018723
10013,36061002900,0.13069753149646626,0.13817723645527089,0.12311015118790497,0.13166165162153126
10013,36061003700,0.06365871146164089,0.11073778524429512,0.08269052761493366,0.07696422601136743
10013,36061004500,0.02591416572774762,0.09757804843903121,0.07621104597346498,0.04847876964226011
10013,36061003900,0.19609751101095974,0.07125857482850342,0.13051527306386917,0.15917753259779338
10013,36061004700,0.06109802314862235,0.0622987540249195,0.10367170626349892,0.06599799398194583
10013,36061002100,0.01684932909966199,0.004199916001679967,0.008639308855291577,0.012938816449348044
10014,36061007700,0.14204875780008527,0.08785822021116138,0.14763335837716002,0.13790776152980877
10014,36061007900,0.13631254602534784,0.18929110105580693,0.10931630353117956,0.13851839948577857
10014,36061006700,0.1676679198480679,0.13273001508295626,0.2021036814425244,0.16763618833360117
10014,36061006900,0.08115964497500097,0.07315233785822021,0.04921111945905334,0.07774385344689057
10014,36061007100,0.08356265261036394,0.06598793363499246,0.08978211870773854,0.082596818254861
10014,36061008300,0.009650788729119026,0.024509803921568627,0.015401953418482344,0.011409288124698698
10014,36061007300,0.18224099841091432,0.1414027149321267,0.2201352366641623,0.18200224971878515
10014,36061007500,0.11863881244912988,0.06259426847662142,0.12396694214876033,0.11431785312550218
10014,36061006500,0.006395100965078873,0.0022624434389140274,0.003756574004507889,0.005817130001606942
10014,36061003700,0.07232277818689198,0.22021116138763197,0.038692712246431255,0.08205045797846698
10016,36061005600,0.02480048489746439,0.025791707476330396,0.013737373737373737,0.024358362553685915
10016,36061008000,0.09301444590362663,0.08570029382957885,0.1321212121212121,0.09409299333983442
10016,36061007400,0.08718052328518032,0.34329089128305584,0.1692929292929293,0.12394962342054484
10016,36061007800,0.15978886756238003,0.04635977799542932,0.10424242424242425,0.14251924393634458
10016,36061006200,0.0073997373472067885,0.002938295788442703,0.006060606060606061,0.006763906467207503
10016,36061007000,0.1511768865541974,0.03787136793992817,0.1494949494949495,0.13668900553976387
10016,36061006800,0.030205071219315083,0.04619653934051583,0.055757575757575756,0.033549806004523106
10016,36061008601,0.07967976563289221,0.008978126020241593,0.008888888888888889,0.06705811565035168
10016,36061008200,0.0628598848368522,0.24208292523669606,0.12242424242424242,0.08869846670954623
10016,36061006600,0.09596928982725528,0.015017956252040483,0.05656565656565657,0.0836566591281615
10016,36061007200,0.148929184766138,0.1405484818805093,0.16525252525252526,0.14870220138182874
10016,36061008800,0.058995858167491665,0.005223636957231472,0.01616161616161616,0.04996161586820756
10017,36061008601,0.0,0.0003161555485298767,0.0,9.122422915526363e-05
10017,36061008800,0.31517212659633537,0.1446411634524186,0.13781512605042018,0.2563400839262908
10017,36061008603,0.01922543031649084,0.017862788491938033,0.014285714285714285,0.01856413063309615
10017,36061009000,0.43926985008328706,0.13167878596269364,0.25126050420168067,0.340311986863711
10017,36061009400,0.004511382565241533,0.3194751817894404,0.24789915966386555,0.10860244480934136
10017,36061009200,0.10980011104941699,0.14574770787227315,0.16050420168067228,0.12292464878671776
10017,36061010000,0.000555247084952804,0.001422699968384445,0.0058823529411764705,0.0010946907498631637
10017,36061010200,0.0,0.00015807777426493836,0.0,4.5612114577631816e-05
10017,36061009800,0.05413659078289839,0.005374644325007904,0.02689075630252101,0.03858784893267652
10017,36061008602,0.056496390893947805,0.0033196332595637054,0.02689075630252101,0.03954570333880679
10017,36061008200,0.000832870627429206,0.12456528612077142,0.07563025210084033,0.04059478197409232
10017,36061008000,0.0,0.10543787543471388,0.052941176470588235,0.03329684364167123
10018,36061010900,0.012418755803156918,0.2722245409015025,0.1680830972615675,0.15026740744586947
10018,36061007200,0.0,0.0008347245409015025,0.0018885741265344666,0.0005192377589698323
10018,36061011700,0.10329619312906221,0.001147746243739566,0.0113314447592068,0.047406407393945686
10018,36061011100,0.28447075208913647,0.11560934891485809,0.16619452313503305,0.19393530297523237
10018,36061011500,0.09853760445682451,0.08462020033388981,0.1935788479697828,0.09683784204787373
10018,36061008400,0.25313370473537605,0.1745617696160267,0.2521246458923513,0.21397788047146787
10018,36061009900,0.12639275766016714,0.013772954924874792,0.019830028328611898,0.06448932966405317
10018,36061011300,0.1217502321262767,0.337228714524207,0.18696883852691218,0.23256659224258788
10019,36061014500,0.008357113738279657,0.0189000189000189,0.00682261208576998,0.00961976730238695
10019,36061012900,0.01898549880612661,0.004725004725004725,0.02729044834307992,0.017584262924313303
10019,36061015100,2.9118863199580687e-05,0.000567000567000567,0.0004873294346978557,0.00011994722322178242
10019,36061012700,0.05943159979034419,0.027972027972027972,0.09844054580896686,0.05735876214465635
10019,36061013900,0.2142565954225147,0.09468909468909469,0.19639376218323587,0.19820079165167326
10019,36061010400,0.026323452332420942,0.13986013986013987,0.07212475633528265,0.04298908480268682
10019,36061013500,0.20621978917943043,0.045927045927045926,0.10575048732943469,0.1809283915077366
10019,36061013100,0.07093355075417855,0.1612171612171612,0.06432748538011696,0.08206789012834353
10019,36061013700,0.1657445693320133,0.28293328293328296,0.14278752436647174,0.1794890248290752
10019,36061012500,0.03782540329625531,0.04233604233604234,0.020955165692007796,0.037567470313062255
10019,36061014700,0.018956379942927027,0.001701001701001701,0.0029239766081871343,0.015976970133141418
10019,36061011201,0.020179372197309416,0.12228312228312228,0.06140350877192982,0.035168525848626606
10019,36061013300,0.14230388445635084,0.05424305424305424,0.1949317738791423,0.13371716444764303
10019,36061014300,0.010453671888649468,0.002646002646002646,0.005360623781676413,0.00921194674343289
10021,36061012200,0.019061358543847263,0.028478057889822595,0.025274725274725275,0.019922826414164912
10021,36061012800,0.10402406458147886,0.14985994397759103,0.16593406593406593,0.10979447743630442
10021,36061012400,0.22965714110316462,0.1223155929038282,0.15384615384615385,0.21958895487260885
10021,36061011600,0.0008901439577642039,0.004201680672268907,0.0038461538461538464,0.0012314933909854683
10021,36061013400,0.12504987875625403,0.08169934640522876,0.13186813186813187,0.1228483073807504
10021,36061012600,0.3370883084195341,0.30765639589169,0.22142857142857142,0.32960236446731067
10021,36061013000,0.06553301206298535,0.14985994397759103,0.17032967032967034,0.0756957937659068
10021,36061012000,0.01718898677061911,0.023809523809523808,0.023626373626373626,0.01789770394898881
10021,36061011800,0.010159918966205224,0.006535947712418301,0.013186813186813187,0.010098245806080841
10021,36061013200,0.09134718683814727,0.12558356676003735,0.09065934065934066,0.09331983251689882
10022,36061010000,0.06402553511077731,0.1867595818815331,0.09156492785793563,0.0901508130423793
10022,36061010601,0.19365377393916636,0.011289198606271778,0.07269700332963375,0.15078495801387368
10022,36061011401,0.011303041682313181,0.05254355400696864,0.02719200887902331,0.02041733367034572
10022,36061010200,0.004130679684566279,0.2883623693379791,0.10543840177580466,0.0665318617125846
10022,36061011202,0.026699211415696582,0.09477351916376307,0.048834628190899,0.04153677647653551
10022,36061011203,0.0498685692827638,0.0975609756097561,0.059378468368479466,0.05996012020108406
10022,36061010602,0.0092752534735261,0.000975609756097561,0.003329633740288568,0.007301935012778387
10022,36061011402,0.015621479534359745,0.027456445993031358,0.026082130965593784,0.018535681186283594
10022,36061009800,0.20146451370634622,0.10313588850174216,0.25693673695893454,0.18445811216895555
10022,36061008603,0.1098009763424709,0.011149825783972125,0.04550499445061043,0.08666835172859269
10022,36061010800,0.2777318813368381,0.10912891986062717,0.2097669256381798,0.2403179150167102
10022,36061011000,0.03642508449117537,0.01686411149825784,0.05327413984461709,0.03333614176987671
10023,36061016300,0.05180314394328573,0.033967391304347824,0.08164111065064235,0.05241526855083887
10023,36061015700,0.1402650775711497,0.20878623188405798,0.24948197264815583,0.14805014450324663
10023,36061014700,0.020774684064522757,0.010869565217391304,0.005801906340654786,0.01968622152160042
10023,36061014500,0.08221514435425871,0.1331521739130435,0.018648984666390384,0.08144728446496266
10023,36061015300,0.17762252131922326,0.307518115942029,0.1703273932863655,0.18267462372855908
10023,36061015900,0.12668242063084353,0.09963768115942029,0.15167840861997514,0.12669369065045227
10023,36061015100,0.09855132025069352,0.030797101449275364,0.038541234977206795,0.09302631085088016
10023,36061016100,0.07194081989109216,0.049365942028985504,0.2076253626191463,0.07714972037683444
10023,36061014900,0.12370286653652522,0.08469202898550725,0.05719021964359718,0.11907442855534286
10023,36061015500,0.10644200143840543,0.04121376811594203,0.019063406547865726,0.09978230679728259
10024,36061014300,0.0,0.0018633540372670807,0.0,7.95587143311764e-05
10024,36061016900,0.17081710887741858,0.3099378881987578,0.19737285281239475,0.17884798981648456
10024,36061017100,0.13791542153400344,0.10062111801242236,0.11687436847423374,0.13466638379123794
10024,36061017300,0.14528056989344684,0.10434782608695652,0.17851128326035703,0.14614935822637107
10024,36061017700,0.06420356787104953,0.02670807453416149,0.04311215897608622,0.06094197517768113
10024,36061017500,0.1556642216788916,0.09565217391304348,0.12697878073425395,0.15084332237191048
10024,36061016500,0.09852395182468532,0.1248447204968944,0.11923206466823846,0.10127824334358757
10024,36061016300,0.06411301276826949,0.049689440993788817,0.06332098349612664,0.06343481489339133
10024,36061016700,0.09644118446074436,0.13788819875776398,0.08420343550016841,0.0972472684841413
10024,36061017900,0.040659241148238705,0.021739130434782608,0.037049511620074096,0.0395672005940384
10024,36061016100,0.026381719943252134,0.02670807453416149,0.03334456045806669,0.026943884586825076
10025,36061018100,0.11515128170560253,0.17659688674181429,0.1028305266929416,0.11656680276437421
10025,36061019701,0.02170521734106273,0.001610305958132045,0.003941239699032604,0.020167205754988777
10025,36061017700,0.055678601005334824,0.040257648953301126,0.06305983518452167,0.0555349346907754
10025,36061019100,0.12792018951139186,0.19269994632313472,0.12755284844141884,0.13003517330363928
10025,36061018700,0.08102382373899814,0.06655931293612453,0.09781440343962737,0.08137582409813175
10025,36061019900,0.09271421142846138,0.13097155126140633,0.08061626657112146,0.09337716740018029
10025,36061018500,0.067080099377925,0.019860440150295224,0.017198136868505912,0.06306449617335666
10025,36061018900,0.10686978795524142,0.06280193236714976,0.12862773199570046,0.10649203740035704
10025,36061018300,0.08412456907343567,0.09071390230810521,0.07165890361877464,0.0837266026830691
10025,36061017900,0.06469194769177436,0.05475040257648953,0.05661053385883196,0.06396592254803189
10025,36061019500,0.07774974481443676,0.06387546967257113,0.09996417054819061,0.07838874454283543
10025,36061019300,0.08761050016370395,0.08158883521202362,0.13543532783948406,0.0897714619014794
10025,36061020101,0.003235560348978295,0.005904455179817499,0.00573271228950197,0.0034466302561111405
10025,36061020500,0.014444465843653102,0.011808910359634998,0.00895736295234683,0.014086996482669636
10026,36061014300,0.0,0.001310615989515072,0.0,4.802843283223668e-05
10026,36061022000,0.07523255181417614,0.1127129750982962,0.12895522388059702,0.08092790932231882
10026,36061020102,0.10776260675624218,0.07470511140235911,0.13970149253731343,0.10912059939484174
10026,36061019300,0.010390034270793668,0.001310615989515072,0.0011940298507462687,0.009317515969453917
10026,36061019701,0.0,0.0,0.0011940298507462687,9.605686566447336e-05
10026,36061020000,0.012130772996790513,0.015727391874180863,0.017313432835820895,0.012679506267710484
10026,36061021800,0.24658652015449056,0.418086500655308,0.24895522388059702,0.2530618125930551
10026,36061019000,0.08627536310721863,0.10222804718217562,0.06985074626865671,0.08553863887421354
10026,36061019702,0.07267584181036828,0.03407601572739188,0.06805970149253732,0.07088996686038135
10026,36061018600,0.11771745634553664,0.045871559633027525,0.05253731343283582,0.10984102588732529
10026,36061025700,0.0387858347386172,0.014416775884665793,0.0191044776119403,0.03630949522117093
10026,36061021600,0.2324430180057662,0.17955439056356487,0.253134328358209,0.23216944431103212
10027,36061025700,0.03958278494340616,0.046063202999464384,0.05793006004945249,0.04140780849244799
10027,36061019800,9.871018689128718e-05,0.0010712372790573112,0.00035323207347227127,0.00017098888572242806
10027,36061020500,0.01576072650697552,0.007498660953401178,0.013422818791946308,0.015132516386434881
10027,36061020901,0.16533956304290603,0.1821103374397429,0.03638290356764394,0.15582787118837277
10027,36061021703,6.580679126085812e-05,0.0016068559185859668,0.0,0.00014249073810202338
10027,36061020000,0.045340879178731246,0.10283877878950187,0.087248322147651,0.05178113422627529
10027,36061022000,0.043926033166622795,0.0289234065345474,0.09078064288237372,0.04690795098318609
10027,36061020101,0.005132929718346934,0.00856989823245849,0.007771105616389968,0.005528640638358506
10027,36061020300,0.028889181363516717,0.10444563470808785,0.05616389968209114,0.03510971786833856
10027,36061021100,0.15451434588049487,0.05731119442956615,0.06711409395973154,0.14229125106868054
10027,36061021900,0.0628454856541195,0.080878414568827,0.032144118685976684,0.06132801367911086
10027,36061022200,0.05886417478283759,0.14086770219603642,0.12080536912751678,0.06822456540324878
10027,36061022302,0.0,0.0032137118371719335,0.0007064641469445425,0.0002279851809632374
10027,36061021500,0.04942090023690445,0.035886448848419926,0.03850229600847757,0.04781989170703904
10027,36061021303,0.08308107396683338,0.049276914836636314,0.08053691275167785,0.08107722998005129
10027,36061022400,0.0978217952092656,0.06695232994108195,0.1045566937477923,0.09672271302365346
10027,36061020800,0.06202290076335878,0.02945902517407606,0.11056163899682091,0.06420632658877173
10027,36061022600,0.034910502763885236,0.035886448848419926,0.07488519957612151,0.03818751781134226
10027,36061020701,0.052349302448012634,0.016068559185859668,0.020134228187919462,0.04781989170703904
10027,36061019701,3.290339563042906e-05,0.0005356186395286556,0.0,5.699629524080935e-05
10027,36061020102,0.0,0.0005356186395286556,0.0,2.8498147620404674e-05
10028,36061014601,0.13747021651300115,0.32508630609896433,0.11837862736066329,0.14612997444322745
10028,36061013600,0.26109326979522773,0.10356731875719218,0.22432058959005066,0.250334672021419
10028,36061013800,0.18705756414240823,0.14959723820483314,0.2538000921234454,0.18948521358159912
10028,36061015002,0.007044442142339169,0.01668584579976985,0.009212344541685858,0.007697456492637216
10028,36061014200,0.027866984357194653,0.07364787111622555,0.0658682634730539,0.03279785809906292
10028,36061014802,0.004074726337235402,0.025891829689298044,0.007369875633348687,0.00544602653036388
10028,36061015001,0.0277288580406782,0.045454545454545456,0.03869184707508061,0.029390288426433004
10028,36061014801,0.05497427397354881,0.05408515535097814,0.05158912943344081,0.05470366313739808
10028,36061014401,0.11208950585310266,0.04430379746835443,0.08935974205435283,0.10700377266642327
10028,36061014000,0.08608722676888014,0.10759493670886076,0.09903270382312299,0.08807959109163928
10028,36061014402,0.03252874753962499,0.01726121979286536,0.020727775218793182,0.030941949616648413
10028,36061014602,0.061984184536758864,0.03682393555811277,0.02164900967296177,0.05798953389314835
10029,36061015602,0.013381425700046808,0.00975889781859931,0.009087466868610375,0.012947766694511326
10029,36061017800,0.026900520388777223,0.03903559127439724,0.05982582355168497,0.029556287160336103
10029,36061016200,0.10151711225529338,0.02525832376578645,0.03180613404013631,0.09373003783597858
10029,36061017402,0.026459979624989676,0.02066590126291619,0.011359333585762969,0.025232175323079947
10029,36061016400,0.10429802582670228,0.053386911595866816,0.05717531238167361,0.09906147118077736
10029,36061016600,0.09199041823838762,0.1010332950631458,0.12078758046194624,0.09424598299837846
10029,36061017000,0.10316914011949668,0.10275545350172216,0.1079136690647482,0.10345928946980493
10029,36061017200,0.11748671494259204,0.22101033295063147,0.1476713366149186,0.12387597661048597
10029,36061018200,0.044797488917646414,0.07979334098737084,0.05679666792881484,0.047073853864674955
10029,36061018000,0.09254109419312205,0.09644087256027555,0.1552442256720939,0.0967765711758636
10029,36061015802,0.03920812797709188,0.03157290470723306,0.03369935630443014,0.038523905459191196
10029,36061016800,0.054379250530025604,0.03559127439724455,0.03180613404013631,0.05211046140238809
10029,36061018400,0.05760070486522206,0.05510907003444317,0.03597122302158273,0.056090609798044325
10029,36061018800,0.020402544122910874,0.06659012629161883,0.07951533510034078,0.026214928013365436
10029,36061016002,0.022990721110162725,0.03788748564867968,0.024233244982961,0.023708908653137437
10029,36061017401,0.08287673118753269,0.024110218140068886,0.03710715638015903,0.0773917743599823
10030,36061022800,0.1693864229765013,0.27413793103448275,0.31099397590361444,0.18382865103320176
10030,36061021400,0.0013054830287206266,0.008620689655172414,0.0007530120481927711,0.0015091711167866265
10030,36061023200,0.16096605744125325,0.1482758620689655,0.12349397590361445,0.15765033666124914
10030,36061021500,0.02108355091383812,0.013793103448275862,0.009789156626506024,0.019967494775946133
10030,36061023000,0.37532637075718017,0.2913793103448276,0.24021084337349397,0.3620849779428837
10030,36061022600,0.06684073107049608,0.0706896551724138,0.09864457831325302,0.06942187137218482
10030,36061025900,0.04908616187989556,0.05862068965517241,0.04442771084337349,0.04904806129556536
10030,36061022102,0.08381201044386423,0.09137931034482759,0.10316265060240964,0.08555839331321105
10030,36061022700,0.07219321148825066,0.04310344827586207,0.06852409638554217,0.07093104248897145
10031,36061022301,0.11363825710239107,0.1038353601496726,0.11350293542074363,0.11324163870349202
10031,36061024100,0.001374656335916021,0.0,0.0004892367906066536,0.0012537335447472251
10031,36061022700,0.04836290927268183,0.06735266604303088,0.07583170254403131,0.05118182823850437
10031,36061022900,0.1376739148546197,0.17773620205799812,0.13062622309197652,0.13872192927467827
10031,36061021900,0.012580188286261769,0.009354536950420954,0.015166340508806261,0.012647958995538184
10031,36061021703,4.1656252603515784e-05,0.005612722170252572,0.0029354207436399216,0.0004793687082857037
10031,36061022500,0.16766641672915106,0.1646398503274088,0.14726027397260275,0.1660090711309414
10031,36061023100,0.11892860118303758,0.10009354536950421,0.1506849315068493,0.12057966739186549
10031,36061023700,0.11992835124552195,0.11412535079513564,0.11252446183953033,0.11914156126700837
10031,36061022302,0.061567941347996334,0.011225444340505144,0.019569471624266144,0.056418009513625134
10031,36061023501,0.0741481296342581,0.03461178671655753,0.08023483365949119,0.07304841623953685
